"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Abditibacteriota","Acidobacteriota","Actinobacteriota","Armatimonadota","Bacteroidota","Bdellovibrionota","Campilobacterota","Chloroflexi","Crenarchaeota","Cyanobacteria","Deferribacterota","Deinococcota","Dependentiae","Desulfobacterota","Elusimicrobiota","Entotheonellaeota","Euryarchaeota","Fibrobacterota","Firmicutes","GAL15","Gemmatimonadota","Hydrogenedentes","MBNT15","Methylomirabilota","Myxococcota","Nanoarchaeota","NB1-j","Nitrospirota","Patescibacteria","Planctomycetota","Proteobacteria","RCP2-54","SAR324_clade(Marine_group_B)","Sumerlaeota","Thermoplasmatota","TX1A-33","Unknown","Verrucomicrobiota","WPS-2","WS2"
359,359,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE14","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR009BM",0,3500,26701,197,1237,65,0,5623,0,77,0,0,0,0,0,4,0,25,764,0,3182,0,0,21,1536,0,0,104,20,152,9567,0,0,11,256,0,208,887,7,9
360,360,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN14","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,NA,NA,NA,36.03,1,0,"S511","JTMR009BO",0,2617,28175,117,1148,37,0,4904,18,745,0,0,3,0,0,0,0,5,1103,0,2215,0,0,18,964,0,0,37,17,186,9785,0,0,0,22,0,115,663,0,0
361,361,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN14","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR009AQ",13,3398,29347,233,1617,35,0,4683,45,88,0,3,0,0,0,6,0,10,469,0,2952,0,0,29,825,0,0,45,23,316,10310,8,0,0,15,0,115,526,0,6
362,362,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE14","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR009EO",8,2784,25346,76,1217,50,0,4662,98,28,0,0,0,4,0,10,0,11,574,0,2300,0,0,18,844,0,0,59,42,299,8065,0,0,0,35,0,127,482,0,0
364,364,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE14","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR008W",0,860,18078,30,2215,55,0,1330,0,6,0,0,3,0,0,0,0,14,870,0,1009,0,0,6,531,0,0,32,43,18,8254,0,0,14,0,0,28,392,2,0
365,365,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE14","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR008FG",5,1394,13661,95,1035,40,0,3091,9,149,0,6,0,0,0,0,0,0,586,0,1384,0,0,14,268,0,0,28,14,134,4505,0,0,8,13,0,10,319,0,0
377,377,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE14","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008DF",0,730,20346,129,3462,28,0,3044,29,490,0,0,0,0,0,0,0,0,365,0,1604,0,0,0,177,0,0,37,34,114,8491,0,0,29,0,0,0,318,0,0
378,378,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN14","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR008BU",11,2219,24304,160,1897,35,0,5513,153,487,0,0,0,0,0,0,0,6,147,0,2218,0,0,20,568,0,0,70,16,365,9946,0,0,7,5,0,72,332,0,0
379,379,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN14","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,NA,39.53,NA,NA,1,0,"C711","JTMR009DV",0,588,17400,56,3608,110,0,1513,13,587,0,0,0,0,0,0,0,19,1037,0,958,0,0,0,743,0,0,13,41,72,10367,0,0,8,0,0,6,508,0,0
381,381,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE14","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR009BE",0,2981,22887,121,860,21,0,4652,75,1208,0,0,0,0,0,0,0,16,777,0,1974,2,4,0,650,0,0,85,19,297,7579,0,0,19,2,0,110,518,0,0
383,383,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE14","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR009CL",0,1065,18709,48,2138,39,0,2468,22,34,0,4,0,0,0,0,0,0,319,0,1716,0,0,0,400,0,0,82,14,145,11633,0,0,17,0,0,15,613,0,0
384,384,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN14","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR008EA",6,1087,18576,110,2236,28,0,2661,40,420,0,6,0,0,3,0,0,9,745,0,1119,5,0,0,505,0,0,42,83,185,10209,0,0,9,0,0,20,370,0,2
385,385,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN14","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR008FF",0,1929,17867,138,1846,45,0,4531,8,26,0,0,0,0,0,0,0,7,552,0,1425,0,0,12,506,0,0,66,28,119,11139,0,0,10,0,0,77,533,0,8
386,386,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN14","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,36.34,38.99,37.41,39.96,4,1,"C1011","JTMR008BK",0,880,22720,137,3929,57,0,2735,9,592,0,4,0,0,0,0,0,8,302,0,1826,0,0,0,442,0,0,38,7,94,11800,0,0,7,0,0,8,567,0,0
387,387,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN14","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR009CK",6,961,20030,81,2190,22,0,3032,21,162,0,6,0,0,0,0,0,7,654,0,1484,0,0,0,448,0,0,41,8,186,9328,0,0,0,0,0,2,491,0,0
391,391,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN14","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR008DJ",0,1217,18149,14,1424,58,0,2284,6,59,0,0,0,0,0,0,0,7,2431,0,2245,0,0,0,337,0,0,0,217,163,6504,0,0,3,0,0,28,300,0,3
392,392,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN14","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR008AQ",0,4513,24377,219,1577,103,0,5240,76,758,0,2,10,14,4,19,0,14,796,0,2644,3,3,36,1192,0,0,147,32,92,11645,5,0,7,76,0,119,769,0,4
394,394,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE14","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR009BR",0,1737,15223,14,667,8,0,2880,0,35,0,0,0,0,0,0,0,0,604,0,1175,0,0,12,644,0,0,79,11,65,5373,0,0,5,19,0,45,429,6,5
395,395,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN14","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR009DM",5,880,22784,33,1992,79,0,2433,33,512,0,2,0,0,0,0,0,15,817,0,1287,0,0,0,355,0,0,24,47,60,6972,0,0,38,21,0,45,309,5,2
396,396,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN14","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR009AP",0,2428,28347,156,1011,24,0,7292,75,199,0,2,0,7,14,0,0,27,394,0,1935,0,9,9,589,0,0,112,64,207,9663,0,0,23,45,0,72,633,0,7
401,401,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN15","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR008FC",2,4181,22336,158,708,16,0,5589,16,319,0,2,2,0,8,71,0,3,315,0,2264,0,7,71,708,0,0,119,80,172,6440,11,0,4,21,0,232,1311,0,0
402,402,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE15","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR008CB",0,1183,22619,142,2454,82,0,1866,52,211,0,0,0,0,0,10,0,13,79,0,1437,0,0,0,887,0,0,35,6,91,10180,0,0,0,0,0,21,447,0,0
403,403,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE15","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR009B",0,1229,11200,39,752,26,0,3266,11,26,0,0,0,5,0,0,0,14,164,0,976,0,0,7,257,0,0,68,15,237,4849,0,0,5,0,0,19,109,0,3
404,404,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE15","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR008F",10,2164,16791,20,1305,20,0,3530,32,0,0,0,0,5,0,15,0,0,349,0,1573,0,0,0,618,0,0,53,18,380,7162,0,0,0,3,0,12,139,0,7
406,406,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE15","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR009DF",6,1456,21738,131,1883,50,0,2100,18,16,0,5,0,0,0,0,0,0,103,0,1879,0,0,0,285,0,0,28,8,242,6642,0,0,7,3,0,34,104,0,0
409,409,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AEX01","S","P","N",1,"S10","S10PN1","EX01","EX0","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,39.58,38.38,NA,35.77,3,1,"S1011","JTMR008T",12,1091,20683,144,3172,46,0,2597,8,437,0,0,0,0,0,0,0,5,330,0,1663,0,0,0,380,0,0,6,9,48,10635,0,0,3,0,0,47,252,0,0
410,410,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN15","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,34.3,35.34,35.08,36.19,4,1,"S1011","JTMR009DL",15,2635,32984,130,3368,93,0,5112,34,151,0,0,0,0,0,0,0,31,812,0,3072,11,0,0,666,0,0,65,57,240,12556,3,0,7,20,0,113,519,0,3
411,411,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN15","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,36.04,NA,37.23,35.81,3,1,"S911","JTMR008DE",0,1209,19995,95,2090,45,0,2174,29,145,0,9,0,0,4,0,0,10,1149,0,1677,0,0,3,506,0,0,13,62,120,7594,0,0,0,0,0,0,227,0,0
412,412,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN15","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR009EW",0,2173,18490,127,899,24,0,2366,0,14,0,0,0,0,0,0,0,0,148,0,1771,0,0,6,326,0,0,27,12,156,5609,0,0,10,0,0,55,392,0,0
413,413,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE15","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR009CE",2,991,15510,19,2119,27,0,1559,0,964,0,0,0,10,0,0,0,0,551,0,1037,0,0,0,572,0,0,43,38,60,8541,0,0,0,3,0,20,286,0,0
414,414,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE15","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR008EF",0,1903,13218,60,753,19,0,2302,43,8,0,0,0,0,0,7,0,0,881,0,1461,0,0,14,438,0,0,48,45,86,4606,7,0,16,12,0,13,307,0,0
416,416,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN15","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,33.13,33.51,33.57,33.07,4,1,"S811","JTMR009AR",0,1161,25919,93,2360,39,0,4373,18,610,0,9,0,0,0,24,0,11,773,0,1792,0,5,0,499,0,0,63,37,210,11547,0,0,11,0,0,16,429,0,5
417,417,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN15","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR009EB",0,1872,22171,95,427,28,0,4748,58,45,0,0,0,0,0,52,0,7,429,0,1629,0,0,24,540,0,0,49,17,176,7096,0,0,0,16,0,37,348,0,6
418,418,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE15","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR009EP",0,3053,30101,80,811,57,0,5202,77,8,0,0,15,0,3,0,0,0,2361,0,2153,0,0,0,1047,0,4,116,135,344,9607,25,0,4,4,0,79,632,0,0
419,419,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN15","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR008EU",3,586,20188,126,4450,109,0,1265,9,1327,0,16,0,0,0,0,0,10,146,0,1173,0,0,0,668,0,0,0,47,21,14094,0,0,6,0,0,4,352,0,0
420,420,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE15","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,34.42,36.15,35.67,NA,3,1,"S711","JTMR008EH",13,2993,23791,259,2110,28,0,4696,37,94,0,0,0,0,0,0,0,7,139,0,1954,0,0,0,611,0,0,49,13,196,10131,0,0,0,36,0,55,691,0,20
421,421,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN15","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009U",0,569,20541,93,8528,62,0,2069,0,610,6,0,0,61,0,0,0,13,3446,0,1346,0,0,0,798,0,0,0,36,99,12227,0,0,26,0,0,10,453,0,0
422,422,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN15","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR008FD",0,2766,17962,50,1237,36,0,4380,0,26,0,0,0,0,0,0,0,0,181,0,1434,0,0,8,492,0,0,12,5,76,5589,0,0,0,2,0,82,659,0,0
423,423,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE15","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009DJ",0,923,24631,5,1324,28,0,4205,39,2,0,2,3,2,3,7,0,0,2655,0,1181,0,0,8,378,0,0,65,54,74,5525,0,0,33,0,0,17,263,0,9
424,424,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN15","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,34.1,34.11,34.36,37.6,4,1,"C511","JTMR008H",0,12,1305,0,3747,0,34,103,0,229,0,0,0,0,0,0,0,0,12614,0,32,0,0,0,7,0,0,0,0,0,293,0,0,0,0,0,4,6,0,0
425,425,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN15","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR008EB",0,2837,19725,115,810,22,0,4821,74,676,0,0,2,0,0,3,0,3,557,0,2075,0,0,15,471,0,0,103,33,194,6204,0,0,0,12,0,75,457,0,0
426,426,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE15","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR009CC",0,1326,19329,92,2556,56,0,3328,74,771,0,9,0,0,2,0,0,11,260,0,1676,0,0,0,715,0,0,66,4,121,9576,0,0,11,0,0,2,470,0,0
427,427,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE15","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008EJ",0,2113,14046,71,1028,10,0,3157,37,90,0,0,0,0,0,0,0,12,205,0,1161,0,0,0,358,0,0,44,41,180,4606,0,0,8,15,0,45,341,0,4
429,429,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE15","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR008DG",0,1747,16612,54,1223,73,0,3323,15,31,0,8,0,0,0,0,0,14,990,0,1614,0,0,6,480,0,0,66,53,105,6800,0,0,7,17,0,72,386,0,7
430,430,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE15","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009M",3,2138,16226,127,388,16,0,4181,71,26,0,3,0,0,2,0,0,0,296,0,1368,4,4,8,473,0,0,45,11,196,5194,0,0,0,5,0,14,118,0,0
431,431,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN15","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR009BZ",9,3058,26090,94,1545,50,0,5169,112,626,0,0,0,0,0,0,0,9,609,0,2720,0,0,15,881,0,0,100,18,450,9355,0,0,6,25,0,52,472,0,6
432,432,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE15","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR008DQ",4,1995,16983,43,827,60,0,4942,135,41,0,6,0,0,0,12,0,56,1064,0,1813,0,5,18,688,0,0,96,14,52,6311,0,0,4,39,0,70,313,0,10
434,434,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE15","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009A",0,510,13965,38,766,12,0,3711,11,235,0,3,0,0,0,0,0,9,112,0,1083,0,0,0,242,0,0,23,0,109,4072,0,0,10,0,0,10,31,0,0
437,437,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN15","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR008AW",6,2340,26174,26,1431,4,0,4792,33,851,0,3,0,3,0,4,0,10,67,0,2466,0,0,0,505,0,0,68,37,299,8462,0,0,16,5,0,83,673,0,0
438,438,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN15","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR009EH",4,771,19653,87,1948,101,0,3030,14,535,0,10,0,0,0,0,0,18,526,0,1268,0,0,0,543,0,0,24,5,108,8199,0,0,44,0,0,15,622,0,0
439,439,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE15","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR009BQ",0,2127,22052,86,831,22,0,3674,9,23,0,0,0,0,4,0,0,4,812,0,1737,0,0,4,568,0,0,78,54,138,6832,0,0,4,0,0,57,897,0,4
440,440,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN15","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,NA,36.89,NA,36.13,2,0,"C811","JTMR009BP",0,931,25426,100,3786,66,0,3424,14,275,0,4,0,0,0,0,0,14,420,0,1830,0,0,23,754,0,0,50,24,134,13882,0,0,26,0,0,37,706,0,0
441,441,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN15","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR008BE",0,1583,25594,118,2826,44,0,3522,44,402,0,4,0,0,0,0,0,11,362,0,1537,0,0,0,521,0,0,73,24,79,11924,0,0,8,0,0,4,529,0,0
442,442,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN15","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR008FB",3,3823,20945,81,988,21,0,4728,26,13,0,0,3,5,0,12,0,39,1055,0,1973,0,0,0,656,0,0,101,23,118,7312,0,0,0,18,0,89,1116,7,0
444,444,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE15","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR008AK",0,2249,18986,30,1229,58,0,3674,23,195,0,0,7,4,0,16,0,43,2600,0,1720,0,5,15,913,0,0,113,75,82,9253,0,0,18,39,0,129,752,0,4
445,445,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE15","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR009CR",0,3462,25793,125,1480,28,0,5217,26,92,0,0,0,0,0,10,0,6,203,0,1791,0,4,18,728,0,0,70,43,487,8209,4,0,0,5,0,40,239,5,0
446,446,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN15","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR009FG",5,2632,30351,171,1794,28,0,6148,25,62,0,0,0,0,2,12,0,9,204,0,2435,0,0,21,1141,0,0,66,31,268,11796,0,2,8,5,0,47,711,0,0
447,447,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN15","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR009O",2,643,18450,104,2345,76,0,2264,18,4008,0,4,0,0,0,0,0,14,462,0,1181,0,0,0,606,0,0,26,26,83,8631,0,0,7,0,0,4,287,0,0
