"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","0319-6G20","0319-7L14","053A03-B-DI-P58","11-24","211ds20","Abditibacteriales","Acetobacterales","Acholeplasmatales","Acidaminococcales","Acidiferrobacterales","Acidimicrobiales","Acidobacteriae","Acidobacteriales","Actinomarinales","AD3","AKAU4049","Alicyclobacillales","Alphaproteobacteria_Incertae_Sedis","Anaerolineales","Ardenticatenales","Armatimonadales","Azospirillales","B10-SB3A","B12-WMSP1","Babeliales","Bacillales","bacteriap25","Bacteriovoracales","Bacteroidales","Bacteroidetes_VC2.1_Bac22","BD2-11_terrestrial_group","Bdellovibrionales","Berkelbacteria","Blastocatellales","Blfdi19","Bradymonadales","Brevibacillales","Bryobacterales","Burkholderiales","C0119","Caedibacterales","Caldilineales","Campylobacterales","Candidatus_Jorgensenbacteria","Candidatus_Kaiserbacteria","Candidatus_Moranbacteria","Candidatus_Nomurabacteria","Candidatus_Pacebacteria","Candidatus_Peribacteria","Candidatus_Woesebacteria","Candidatus_Yanofskybacteria","Caulobacterales","CCD24","Cellvibrionales","Chitinophagales","Chlamydiales","Chloroflexales","Chloroplast","Christensenellales","Chthoniobacterales","Chthonomonadales","Clostridia","Clostridia_UCG-014","Clostridia_vadinBB60_group","Clostridiales","Competibacterales","Coriobacteriales","Corynebacteriales","Coxiellales","Cyanobacteriales","Cytophagales","Deferribacterales","Defluviicoccales","Deinococcales","Desulfitibacterales","Desulfovibrionales","Diplorickettsiales","Dojkabacteria","Dongiales","DS-100","EC3","Elev-16S-573","Elsterales","Enterobacterales","Entomoplasmatales","Entotheonellales","EPR3968-O8a-Bc78","Erysipelotrichales","Eubacteriales","Euzebyales","Ferrovibrionales","FFCH16767","Fibrobacterales","Fimbriimonadales","Flavobacteriales","Frankiales","Gaiellales","GAL15","Gammaproteobacteria_Incertae_Sedis","Gastranaerophilales","Gemmatales","Gemmatimonadales","Geobacterales","Gitt-GS-136","Glycomycetales","GWA2-38-13b","Haliangiales","Holosporales","Hydrogenedentiales","IMCC26256","Isosphaerales","Izemoplasmatales","JG30-KF-CM66","JTB23","Kallotenuales","Kapabacteriales","Kazania","KD4-96","KI89A_clade","Kiloniellales","Kineosporiales","Ktedonobacterales","Lachnospirales","Lactobacillales","Legionellales","Leptolyngbyales","Limnochordales","Lineage_IIa","Lineage_IIb","Lineage_IIc","Lineage_IV","Longimicrobiales","Marine_Group_II","MB-A2-108","MBNT15","Methanobacteriales","Methylococcales","Micavibrionales","Micrococcales","Microgenomatia","Micromonosporales","Micropepsales","Microtrichales","mle1-27","Monoglobales","MSB-4B10","MVP-88","Mycoplasmatales","Myxococcales","N9D0","Nannocystales","NB1-j","Nitriliruptorales","Nitrosococcales","Nitrososphaerales","Nitrospirales","Obscuribacterales","Oceanospirillales","OLB14","Oligoflexales","OM190","Opitutales","Oscillospirales","Oxyphotobacteria_Incertae_Sedis","P2-11E","Paenibacillales","Paracaedibacterales","Parcubacteria","PB19","Pedosphaerales","Peptococcales","Peptostreptococcales-Tissierellales","Phormidesmiales","Phycisphaerales","Pirellulales","Pla4_lineage","Planctomycetales","PLTA13","Polyangiales","Propionibacteriales","Pseudomonadales","Pseudonocardiales","Puniceispirillales","Pyrinomonadales","R7C24","RBG-13-54-9","RCP2-54","Reyranellales","RF39","Rhizobiales","Rhodobacterales","Rhodospirillales","Rhodothermales","Rickettsiales","Rokubacteriales","Rubrobacterales","S0134_terrestrial_group","S085","Saccharimonadales","Salinisphaerales","SAR202_clade","SAR324_clade(Marine_group_B)","SBR1031","Sericytochromatia","SHA-26","Silvanigrellales","SJA-28","Sneathiellales","Solibacterales","Solirubrobacterales","Sphingobacteriales","Sphingomonadales","Staphylococcales","Steroidobacterales","Streptomycetales","Streptosporangiales","Subgroup_17","Subgroup_2","Subgroup_22","Subgroup_25","Subgroup_5","Subgroup_7","Sumerlaeales","Symbiobacteriales","Tepidisphaerales","Thalassobaculales","Thermoactinomycetales","Thermoanaerobaculales","Thermobaculales","Thermomicrobiales","Tistrellales","TK10","TX1A-33","UA11","uncultured","Unknown","vadinHA49","Vampirovibrionales","Veillonellales-Selenomonadales","Verrucomicrobiales","VHS-B3-70","Vicinamibacterales","Woesearchaeales","WPS-2","WS2","WWE3","Xanthomonadales","Zavarziniales"
120,120,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE12","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR009F",0,160,0,18,0,6,619,0,0,0,0,0,0,0,0,0,0,0,0,0,160,209,0,0,0,166,141,0,0,0,0,10,0,41,0,0,0,247,427,223,0,17,0,0,0,0,0,0,0,0,0,118,4,0,534,0,133,10,0,72,2,0,0,0,0,0,0,208,0,0,233,0,4,0,0,0,0,0,0,7,0,0,255,0,0,0,0,0,0,12,0,0,10,0,0,5060,447,0,6,0,2,1149,0,26,0,0,68,0,0,103,298,0,97,0,217,3,0,529,0,0,351,0,0,0,0,0,0,0,0,0,0,128,7,146,0,0,0,0,605,0,1263,0,245,0,0,0,0,0,110,0,7,0,0,59,9,34,0,6,0,3,0,13,0,0,0,41,0,0,0,25,0,0,0,0,0,0,0,0,73,592,5,1031,21,1232,0,0,0,18,0,2105,42,0,0,0,7,1701,16,0,8,0,0,0,3,0,0,0,0,0,13,1919,42,574,0,10,270,274,0,0,0,0,0,86,0,0,137,0,6,177,0,1548,238,278,0,0,93,387,0,0,0,0,0,358,0,3,0,0,9,0
121,121,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN12","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR008CW",8,31,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,148,936,0,0,0,1777,22,29,0,0,0,22,0,276,9,0,0,225,3742,60,0,42,0,0,0,0,0,0,0,0,0,373,0,176,1091,0,307,610,0,340,0,0,0,0,9,0,0,104,0,7760,3161,0,0,25,0,0,2,0,0,0,0,0,131,19,9,0,0,0,0,16,0,0,7,6,542,11044,60,0,0,0,0,1832,0,41,4,0,49,0,0,31,133,0,35,0,352,4,0,192,0,0,458,0,0,0,0,15,0,0,0,0,0,374,0,4,0,0,0,0,5495,0,1742,0,241,10,0,0,0,0,506,0,28,0,0,4,0,30,0,11,0,22,0,23,0,55,0,28,0,0,0,11,0,10,0,0,0,0,0,0,272,2610,289,1230,0,111,0,0,0,0,0,4437,2357,0,0,26,0,951,14,0,35,0,0,0,22,15,0,17,0,0,0,1417,388,1360,4,16,640,222,0,0,0,0,0,28,54,0,171,0,0,28,0,2282,134,94,0,0,156,167,0,0,0,47,0,129,0,0,0,0,315,0
122,122,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN12","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR009FF",0,176,0,11,0,0,1692,0,0,0,0,9,3,0,0,0,0,0,0,0,77,716,0,0,4,387,135,0,0,0,0,57,0,157,6,0,0,499,1318,106,0,56,0,0,0,0,0,0,0,0,0,293,5,0,1382,0,296,34,0,760,8,0,0,0,0,0,0,534,0,0,850,0,0,0,0,0,0,0,0,23,0,0,503,0,22,0,0,0,0,27,0,0,0,0,13,13606,564,0,64,0,72,2880,0,128,0,0,109,0,2,242,145,0,130,0,937,18,0,1148,0,0,393,0,0,0,0,0,0,0,0,0,0,350,0,21,0,0,0,0,1620,0,2587,0,665,6,0,0,0,0,207,0,0,0,33,7,23,72,4,14,0,0,0,51,0,0,0,99,0,0,0,132,0,0,0,0,55,0,8,0,301,2077,40,2417,25,1439,1,0,0,83,0,5066,494,0,0,5,20,3078,72,41,36,0,0,0,51,9,2,0,0,0,63,5654,48,1430,0,80,771,755,14,0,0,0,10,323,6,0,110,0,14,120,0,4425,345,429,0,0,282,727,0,0,0,18,0,940,0,0,14,0,19,0
123,123,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE12","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR008BF",26,390,0,0,0,0,776,0,0,0,0,6,0,42,0,5,155,0,9,0,10,296,0,0,0,1090,83,10,42,0,7,43,0,92,0,0,0,457,2036,128,0,92,0,0,0,0,4,0,0,0,0,380,18,0,573,0,309,104,0,252,6,0,0,0,0,0,0,866,0,0,483,0,0,27,0,0,5,0,10,8,0,0,265,60,0,0,7,2,0,194,0,0,41,14,84,5644,699,0,82,0,18,1674,0,752,15,2,87,0,0,108,78,0,50,0,139,10,0,827,0,0,345,0,0,27,0,0,5,6,0,0,0,765,8,128,0,0,0,0,3302,0,1949,22,473,7,0,0,0,0,91,0,28,0,8,36,60,43,4,45,39,5,0,125,22,0,2,118,0,8,0,226,0,8,0,0,74,0,53,0,272,2819,870,1397,11,13,0,0,3,40,0,3190,40,8,19,3,6,1273,146,24,57,0,85,0,11,3,9,0,0,0,34,3717,776,1940,0,135,1402,705,0,0,0,0,0,135,27,0,17,0,0,123,0,3206,401,175,0,0,364,217,0,0,0,86,0,782,0,0,0,0,487,0
124,124,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN12","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,NA,NA,NA,39.31,1,0,"C511","JTMR009BG",0,46,0,0,0,0,524,0,0,0,0,0,0,0,0,0,18,0,0,0,45,590,0,0,0,304,23,0,0,0,0,14,0,69,0,0,0,176,917,31,0,45,0,0,0,0,0,0,0,0,0,156,4,18,227,0,46,2283,0,115,0,0,0,0,0,0,0,108,0,77,819,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,6,0,40,5087,117,0,9,0,0,661,0,145,0,0,10,0,0,43,32,0,10,0,249,0,0,257,0,0,107,0,0,0,0,0,0,0,0,0,0,161,0,36,0,0,0,0,1779,0,1085,0,220,0,0,0,0,0,121,0,0,0,0,0,0,32,0,15,0,7,0,33,0,0,0,31,0,0,0,34,0,0,0,0,0,0,0,0,76,1216,19,1062,0,167,0,0,0,8,0,2553,444,0,0,148,0,361,11,21,17,0,0,0,11,0,0,0,0,0,0,1087,156,494,0,10,468,143,0,0,0,0,0,49,12,0,62,0,0,60,0,1325,73,38,0,0,94,78,0,0,0,11,0,182,0,0,4,0,69,0
125,125,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN12","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR009AC",12,255,0,0,0,6,1127,0,0,3,0,0,0,0,0,0,71,0,7,0,45,712,0,0,0,657,160,0,0,0,16,10,0,172,15,0,0,366,746,222,0,32,0,0,0,0,0,0,4,0,0,193,0,0,647,0,206,25,0,417,0,0,0,0,0,0,0,488,0,1380,820,0,0,4,0,0,6,0,12,0,0,0,388,0,12,0,0,0,0,39,0,4,4,7,5,10489,607,0,60,0,14,2458,0,225,40,0,88,0,0,289,153,0,183,0,722,0,0,737,0,0,200,0,0,0,0,0,0,0,0,0,0,316,5,172,0,0,0,0,2021,0,2502,4,518,13,0,0,0,0,143,0,0,0,0,42,72,108,0,17,0,0,0,28,0,0,0,292,0,15,0,97,0,0,0,2,0,0,0,0,194,2540,0,2204,25,954,4,7,0,62,0,4738,618,0,0,4,5,2936,61,66,33,0,0,0,26,0,0,0,0,0,15,4662,19,1164,0,75,831,693,16,0,0,0,0,293,9,0,85,0,11,136,0,3513,321,536,0,0,212,599,0,0,0,26,0,698,0,0,0,0,92,0
126,126,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE12","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR008CX",0,0,0,1,0,0,170,0,0,0,0,0,0,0,0,0,15,0,0,0,14,216,0,0,0,52,0,0,0,0,0,0,0,29,0,0,0,74,75,9,0,6,0,0,0,0,0,0,0,0,0,32,0,6,36,0,21,49,0,6,0,0,0,0,0,0,0,114,0,523,79,0,0,3,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4639,0,0,0,0,0,421,0,10,0,0,0,0,0,62,0,0,22,0,104,0,0,74,0,0,184,0,0,0,0,0,0,0,0,0,0,83,0,6,3,0,0,0,1233,0,918,0,93,0,0,0,0,0,19,0,4,0,0,0,0,7,0,4,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,456,0,859,0,63,0,0,0,0,0,1102,123,0,0,0,0,183,4,0,0,0,0,0,0,0,0,0,0,0,0,536,10,96,0,0,216,152,0,0,0,0,0,18,0,0,15,0,0,29,0,1378,27,51,0,0,13,107,0,0,0,0,0,145,0,0,0,0,4,0
127,127,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE12","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR009DX",19,94,0,34,0,11,1245,0,0,0,0,0,0,0,0,0,0,0,4,5,53,1079,0,0,0,315,92,0,0,0,0,11,0,109,12,0,0,493,1370,138,0,106,0,0,0,0,0,0,0,0,0,350,4,0,888,0,236,77,0,269,3,0,0,0,0,0,0,554,0,0,814,0,0,0,0,0,8,0,0,17,0,0,221,0,15,0,0,0,0,15,0,0,4,10,191,11261,358,0,38,0,6,1523,0,170,0,0,203,0,8,88,194,0,66,0,229,19,0,606,0,0,395,0,0,0,12,0,0,0,0,0,0,379,5,54,0,0,0,0,2827,0,2139,20,686,2,0,0,2,0,136,0,15,0,7,31,58,73,0,30,0,4,0,35,0,0,0,37,0,0,0,79,0,0,0,0,0,0,0,0,293,1634,66,3064,32,982,0,0,0,39,0,5833,299,7,9,3,8,1182,48,28,104,0,0,0,60,0,0,0,0,5,35,3657,594,1200,0,80,392,362,12,5,0,0,0,288,0,0,60,0,7,200,0,2514,242,262,0,0,133,374,0,0,0,47,0,649,0,0,0,0,17,0
129,129,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE12","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR009BD",23,73,0,0,0,0,859,0,0,0,0,0,0,0,0,0,24,0,3,30,90,918,0,0,0,697,109,9,0,0,0,65,0,210,50,5,0,330,2383,0,0,113,0,0,0,0,0,0,0,0,0,517,0,37,1168,0,327,28,0,413,5,0,0,0,0,0,0,310,0,4,1823,0,0,12,0,0,11,4,8,0,0,0,79,0,10,0,0,2,0,0,0,3,33,12,205,7711,279,0,18,0,10,1475,0,198,0,0,185,0,0,95,89,0,27,0,195,7,0,235,0,0,126,0,0,0,3,0,0,0,0,0,0,482,0,64,0,0,0,0,3806,0,1660,9,601,23,0,0,0,0,272,0,12,0,0,40,20,65,0,23,12,34,0,125,0,0,0,70,3,0,0,158,0,15,0,0,17,0,29,0,464,2115,52,1207,0,173,7,0,0,24,0,4800,1251,5,0,2,0,642,45,0,251,8,6,0,112,24,0,0,0,0,0,1969,432,1741,0,58,429,323,0,0,0,0,0,115,5,0,57,0,10,265,0,1797,235,29,0,8,246,265,0,0,0,99,0,396,0,0,0,0,287,0
130,130,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE12","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR008P",2,247,0,31,0,0,385,0,0,0,0,0,0,0,0,0,7,0,20,2,85,194,0,0,0,523,337,0,0,0,0,13,0,30,0,0,0,219,560,98,0,19,0,0,0,0,0,0,0,0,0,62,5,0,247,0,237,6,0,156,4,0,0,0,0,0,0,404,0,0,359,0,0,0,0,0,2,0,8,8,0,0,368,0,10,33,0,0,0,10,0,0,0,11,44,3661,1131,0,19,0,0,1194,0,264,0,0,115,0,0,220,115,0,166,0,503,22,0,629,0,0,159,0,0,0,6,0,0,0,0,0,0,297,22,264,0,0,0,0,709,0,916,0,374,0,0,0,0,0,115,0,10,0,0,171,54,69,0,10,0,3,0,34,0,0,4,212,0,0,0,99,0,0,0,0,9,0,0,0,117,802,12,1194,30,922,0,0,0,56,0,2704,11,0,0,5,11,2306,117,84,31,0,8,0,12,0,0,0,0,0,24,2632,101,637,0,22,579,316,28,3,0,0,0,151,0,0,12,0,24,145,0,2229,256,266,0,0,138,679,0,0,0,8,0,616,0,0,0,0,5,0
131,131,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN12","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR008EL",0,42,0,14,0,5,971,0,0,0,0,0,0,0,0,0,5,0,0,9,114,698,0,0,0,150,28,0,0,0,0,12,0,146,0,0,0,337,490,56,0,47,0,0,0,0,0,0,0,0,0,163,4,0,555,0,189,234,0,291,0,0,0,0,0,0,0,228,0,104,1035,0,0,7,0,0,0,0,0,0,0,0,104,0,5,0,0,0,0,29,0,0,9,7,16,8448,94,0,33,0,13,1191,0,209,0,0,67,0,0,100,88,0,68,0,568,12,0,421,0,0,309,0,0,0,0,0,0,0,0,0,0,431,6,7,0,0,0,0,1452,0,1532,0,395,0,0,0,0,0,88,0,0,0,0,5,101,47,0,13,0,0,0,51,0,0,0,46,0,0,0,53,0,0,0,0,16,0,20,0,183,1576,5,1610,19,570,0,0,0,11,0,3917,339,7,0,13,0,785,21,13,12,0,0,0,27,0,0,0,0,0,0,2109,48,611,0,25,223,282,8,0,0,0,0,165,10,0,69,0,2,43,0,1854,214,233,0,0,151,134,0,0,0,10,0,498,0,0,0,0,3,0
132,132,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE12","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR009BW",34,51,0,0,0,7,907,0,0,0,0,0,0,0,0,0,51,0,9,7,60,1432,0,0,5,320,18,0,0,0,0,55,0,183,15,0,0,337,934,52,0,76,0,0,0,0,0,0,0,0,0,312,9,7,696,0,184,65,0,293,0,0,0,0,0,0,0,226,0,31,908,0,0,3,0,0,2,0,0,9,0,0,133,0,0,0,0,0,0,0,0,0,15,0,56,8979,50,0,27,0,2,1009,0,173,0,0,206,0,4,62,53,0,15,0,383,2,0,380,0,0,102,0,0,0,11,0,0,5,0,0,0,359,0,13,0,0,0,0,2733,0,1390,7,556,6,0,0,0,0,247,0,15,0,0,8,58,53,0,20,8,6,0,73,0,0,0,19,0,0,0,80,0,0,0,0,35,0,14,0,435,1545,11,1463,21,191,0,0,0,34,0,4750,566,3,0,6,0,295,29,14,41,0,0,0,62,9,0,0,0,0,0,1462,53,1180,0,48,315,263,0,0,0,0,0,110,7,0,42,0,0,435,0,1705,285,90,0,15,146,239,0,0,0,37,0,475,0,0,4,0,86,0
134,134,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE12","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR009CG",10,306,0,0,0,0,749,0,0,0,0,0,9,0,0,0,0,0,4,0,54,472,0,16,0,205,179,0,0,0,0,18,0,40,0,0,0,278,667,101,0,38,0,0,0,0,0,0,0,0,0,102,0,0,497,0,482,21,0,282,4,0,0,0,0,0,0,301,0,145,225,0,0,8,0,0,0,0,0,3,0,0,557,0,0,0,0,0,0,6,0,0,4,10,10,6579,1272,0,11,0,14,1878,0,34,10,0,84,0,0,106,99,0,201,0,452,0,0,569,0,0,322,0,0,0,0,3,0,0,0,0,0,261,0,66,0,0,0,0,1012,0,1030,12,157,0,0,0,0,0,61,0,0,0,12,50,61,58,0,10,0,0,0,26,0,0,0,11,0,0,0,44,0,0,0,0,8,0,11,0,80,1498,9,1244,0,505,0,0,0,0,0,1847,217,0,0,0,0,2588,19,60,30,0,0,0,19,0,0,0,0,0,67,2920,28,922,0,15,454,431,0,0,0,0,0,40,12,0,103,0,0,29,0,3787,435,468,0,0,110,553,0,0,0,11,0,299,0,0,0,0,39,0
137,137,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN12","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR008EQ",12,183,0,38,0,0,1230,0,0,0,0,0,0,0,0,0,0,0,5,0,19,215,0,0,0,78,218,10,0,0,0,10,0,75,6,0,0,234,707,115,0,24,0,0,0,0,0,0,0,0,0,153,0,0,652,0,335,5,0,677,10,0,0,0,0,0,0,198,0,1039,590,0,0,4,0,0,0,0,6,0,0,0,509,0,0,0,0,0,0,13,0,0,9,5,0,10365,481,0,36,0,21,2038,0,81,5,0,71,0,0,88,191,0,107,0,571,2,0,704,0,0,233,0,0,0,0,0,0,0,6,0,0,216,5,54,0,0,0,0,911,0,1854,13,208,2,0,0,0,0,63,0,0,0,18,17,119,44,0,14,0,0,0,29,0,4,2,26,0,0,0,50,0,0,0,0,8,0,0,0,115,1796,27,1659,14,1163,0,9,0,18,0,3344,319,0,0,4,10,2592,50,11,27,0,0,0,18,0,0,0,0,0,42,2985,25,805,0,36,385,409,8,0,0,0,0,250,6,0,45,0,8,51,0,2977,181,437,0,0,119,713,0,0,0,6,0,570,0,0,5,0,18,0
138,138,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN12","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR008BY",11,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,80,406,0,0,0,390,0,23,0,0,0,44,0,84,33,0,0,97,2069,20,0,18,0,0,0,0,0,0,0,0,0,289,0,133,591,0,166,332,0,532,0,0,0,0,0,0,0,83,0,970,1874,0,0,0,0,0,13,0,0,0,0,0,38,0,21,0,0,0,0,12,0,0,9,7,413,5857,0,0,0,0,0,766,0,0,0,0,63,0,0,26,0,0,16,0,293,3,0,36,0,0,246,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,2925,0,1391,0,108,13,0,0,0,0,244,0,52,0,0,0,17,14,0,6,0,55,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,297,1099,42,653,0,18,0,0,0,0,0,2585,1175,0,0,8,0,275,0,0,17,0,0,0,3,0,0,0,0,0,0,464,232,673,0,4,54,73,0,0,0,0,0,17,0,0,8,0,0,8,0,808,41,10,0,0,79,79,0,0,0,18,0,54,0,0,0,0,7,0
139,139,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE12","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008ET",8,45,0,0,0,0,944,0,0,0,0,0,4,0,0,0,0,0,0,0,11,281,0,0,0,291,22,0,0,0,4,10,0,26,0,0,0,243,712,129,0,47,0,0,0,0,0,0,0,0,0,89,9,0,756,0,166,23,0,410,0,0,0,0,0,0,0,169,2,243,620,0,20,5,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,10,0,0,0,12,0,11023,97,0,21,0,49,2046,0,180,14,0,13,0,0,69,92,0,47,0,242,3,0,527,0,0,233,0,0,0,0,0,0,6,0,0,0,828,0,8,0,0,0,0,1485,0,2067,21,101,5,0,0,0,0,44,0,0,0,0,9,102,32,0,0,0,0,0,16,0,0,0,53,0,0,0,67,0,0,0,0,0,0,5,0,36,1801,0,1512,6,296,0,0,0,16,0,2549,239,0,0,0,0,1184,38,0,9,0,0,0,9,0,0,0,0,0,23,3127,56,1165,0,13,279,350,0,0,0,0,0,24,17,0,59,0,0,0,0,2575,48,276,0,0,141,211,0,0,0,0,0,336,0,0,0,0,0,0
140,140,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN12","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR008BS",21,69,0,0,0,0,965,0,0,0,0,0,0,0,0,0,3,0,4,2,132,725,0,0,0,1321,55,0,0,0,0,32,0,167,9,0,0,73,1455,0,0,26,0,0,0,0,0,0,0,0,0,200,0,5,488,0,54,378,0,212,0,0,0,0,0,0,0,130,0,2365,3096,0,0,25,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,16,0,0,13,3,68,6164,123,0,9,0,0,635,0,125,33,0,36,0,0,39,0,0,12,0,564,2,0,119,0,0,72,0,0,0,3,0,0,0,0,0,0,295,0,38,0,0,0,0,4832,0,592,0,326,0,0,0,0,0,630,0,11,0,0,23,10,15,0,5,10,46,0,31,0,0,2,59,0,0,0,24,0,0,0,0,21,0,0,0,57,1719,8,617,0,53,0,0,0,16,0,3204,2935,0,14,0,6,422,37,0,20,4,0,0,0,5,0,19,0,0,0,868,159,781,0,5,992,219,0,0,0,0,0,0,12,0,32,0,8,13,0,1217,72,16,0,0,161,67,0,0,0,29,0,92,0,2,7,0,132,0
