"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Abditibacteria","Acidimicrobiia","Acidobacteriae","Actinobacteria","AD3","AKAU4049","Alphaproteobacteria","Anaerolineae","Armatimonadia","Babeliae","Bacilli","bacteriap25","Bacteroidia","BD2-11_terrestrial_group","Bdellovibrionia","Berkelbacteria","Blastocatellia","Campylobacteria","Chlamydiae","Chloroflexia","Chthonomonadetes","Clostridia","Coriobacteriia","Cyanobacteriia","Deferribacteres","Dehalococcoidia","Deinococci","Desulfovibrionia","Desulfuromonadia","Dojkabacteria","Elusimicrobia","Entotheonellia","Fibrobacteria","Fimbriimonadia","GAL15","Gammaproteobacteria","Gemmatimonadetes","Gitt-GS-136","Gracilibacteria","Holophagae","Hydrogenedentia","JG30-KF-CM66","Kapabacteria","Kazania","KD4-96","Ktedonobacteria","Limnochordia","Lineage_IIa","Lineage_IIb","Lineage_IIc","Longimicrobia","MB-A2-108","MBNT15","Methanobacteria","Methylomirabilia","Microgenomatia","Moorellia","Myxococcia","N9D0","Nanoarchaeia","NB1-j","Negativicutes","Nitrososphaeria","Nitrospiria","OLB14","Oligoflexia","OM190","P2-11E","Parcubacteria","Phycisphaerae","Pla4_lineage","Planctomycetes","Polyangia","RCP2-54","Rhodothermia","Rubrobacteria","S0134_terrestrial_group","Saccharimonadia","SAR324_clade(Marine_group_B)","Sericytochromatia","SHA-26","SJA-28","Subgroup_22","Subgroup_25","Subgroup_5","Sumerlaeia","Symbiobacteriia","Thermoanaerobaculia","Thermoleophilia","Thermoplasmata","TK10","TX1A-33","uncultured","unspecified_Actinobacteriota","unspecified_Archaea","unspecified_Bacteria","unspecified_Chloroflexi","unspecified_Firmicutes","unspecified_Gemmatimonadota","unspecified_Myxococcota","unspecified_Patescibacteria","unspecified_Planctomycetota","unspecified_Unassigned","vadinHA49","Vampirivibrionia","Verrucomicrobiae","Vicinamibacteria","WPS-2","WS2","WWE3"
138,138,"4/20/2021 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN12",2,1,3,7.2,1.202,87,NA,"C","P","N",1,"C06","C06PN1","C06PN1","C06","PN",1,3,8.9,1.239,83,NA,"2021-04-20 13:40:00",13,40,13.6666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR008BY",0,254,97,12393,0,0,6076,21,80,0,417,0,3110,0,67,0,102,0,0,1267,0,0,0,1302,0,0,0,0,0,0,0,0,9,7,0,2308,766,0,0,17,0,16,3,0,36,20,0,0,0,0,161,0,0,0,0,0,0,244,0,0,0,0,17,14,0,66,0,0,0,8,0,0,458,0,0,275,0,17,0,0,0,0,0,0,0,0,0,8,464,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,572,54,0,0,0
139,139,"4/20/2021 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE12",2,0,0,7.1,1.197,73,NA,"C","S","E",1,"C06","C06SE1","C06SE1","C06","SE",1,1,7.1,1.197,75,NA,"2021-04-20 13:55:00",13,55,13.9166666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008ET",0,354,270,19002,0,0,5946,56,11,0,344,22,1432,4,10,0,322,0,0,2983,0,0,0,266,0,0,5,0,0,0,0,0,0,12,0,766,2046,180,0,24,0,47,3,0,527,129,0,6,0,0,828,8,0,0,0,0,0,44,0,0,0,0,102,32,0,8,0,0,0,59,0,146,54,0,0,1184,38,9,0,0,0,0,0,0,0,17,0,0,3224,0,276,0,24,0,0,26,91,0,0,0,0,0,0,0,0,493,336,0,0,0
140,140,"4/20/2021 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN12",2,1,2,3.2,1.12,90,NA,"C","P","N",1,"C08","C08PN1","C08PN1","C08","PN",1,2,3.1,1.12,86,NA,"2021-04-20 14:46:00",14,46,14.7666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR008BS",0,540,73,15455,0,0,8930,32,132,0,1391,55,3811,0,32,0,220,0,0,1835,0,0,0,2743,0,0,25,0,0,0,0,0,13,3,0,1661,635,125,0,0,0,12,2,0,119,0,0,0,0,0,295,38,0,0,6,0,0,630,0,0,0,0,10,15,10,86,0,2,0,32,0,21,113,0,14,422,37,20,0,5,0,0,0,0,0,12,0,13,999,0,16,0,0,0,0,25,8,0,0,0,0,0,0,0,0,296,92,2,7,0
141,141,"4/21/2021 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN12",2,1,1,NA,NA,60,NA,"S","P","N",1,"S06","S06PN1","S06PN1","S06","PN",1,1,NA,NA,59,NA,"2021-04-21 08:25:00",8,25,8.41666666666667,"Spring",NA,NA,NA,34.92,37.33,35.7,36.35,4,1,"S611","JTMR008EE",0,866,240,18207,0,9,5341,77,13,0,2131,108,1296,11,42,0,327,0,0,2850,0,50,0,1229,0,64,3,4,3,0,0,0,18,0,0,1208,1013,538,0,126,7,50,3,0,490,37,0,0,0,0,300,331,0,13,17,0,2,135,0,0,0,0,49,73,15,0,0,8,0,11,0,163,269,0,0,1433,121,56,0,0,0,0,0,0,0,39,0,42,4681,16,163,0,0,0,0,43,60,0,22,0,0,0,0,0,4,820,908,4,7,0
142,142,"4/21/2021 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN12",2,1,1,NA,NA,60,NA,"S","S","N",1,"S06","S06SN1","S06SN1","S06","SN",1,1,NA,NA,60,NA,"2021-04-21 08:36:00",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR009BU",0,908,418,16978,0,9,8995,48,76,0,339,452,1116,9,17,0,2654,0,0,3098,0,0,0,403,0,46,0,0,0,0,0,31,6,9,0,1435,1941,50,0,190,0,71,15,0,461,78,0,0,0,0,241,158,0,0,23,0,0,134,0,0,0,0,173,57,0,21,0,4,0,7,0,153,190,0,0,2610,32,35,0,4,0,0,0,0,0,5,0,192,4054,56,326,0,11,8,0,40,76,0,0,0,0,0,0,0,6,543,657,5,0,0
144,144,"4/21/2021 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE12",2,0,0,NA,NA,61,NA,"S","P","E",1,"S06","S06PE1","S06PE1","S06","PE",0,0,NA,NA,61,NA,"2021-04-21 08:57:00",8,57,8.95,"Spring",NA,NA,NA,33.21,34.85,34.23,35.7,4,1,"S601","JTMR008CY",0,848,421,21374,0,0,9395,184,100,7,778,156,1322,15,97,0,780,0,0,3038,0,0,0,721,0,31,2,0,17,0,0,3,19,0,0,1729,1715,367,2,300,0,53,6,0,575,36,0,0,0,0,396,82,0,0,0,0,0,349,0,0,2,0,37,96,4,64,0,0,6,180,4,214,675,0,0,1106,200,49,0,0,0,0,0,0,0,33,0,213,2621,42,141,0,28,0,0,42,21,0,65,0,0,0,0,2,11,368,1092,0,9,0
145,145,"4/21/2021 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE12",2,1,1,NA,NA,69,NA,"S","S","E",1,"S06","S06SE1","S06SE1","S06","SE",1,1,NA,NA,69,NA,"2021-04-21 09:06:00",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR008BL",0,715,293,9824,0,21,3740,10,71,3,284,307,505,9,7,0,1642,0,0,1842,0,0,0,0,0,24,0,0,0,0,0,16,0,0,0,879,1474,50,0,85,0,92,3,0,323,172,0,0,0,0,139,100,0,0,29,0,0,147,0,0,0,0,16,42,0,0,0,0,0,28,0,57,112,0,0,1612,29,5,0,6,0,0,0,0,0,0,0,21,3217,12,168,0,3,27,0,123,41,0,0,0,0,0,0,0,0,575,523,5,4,0
146,146,"4/21/2021 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN12",2,0,0,NA,NA,60,NA,"C","P","N",1,"C02","C02PN1","C02SN1","C02","PN",1,2,NA,NA,62,NA,"2021-04-21 10:04:00",10,4,10.0666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR008ER",6,331,201,14513,0,0,5057,57,53,0,81,9,891,0,4,0,731,0,0,2183,0,0,0,1182,0,0,4,0,0,0,0,0,0,5,0,421,1600,28,0,104,0,29,5,0,396,57,0,0,0,0,229,22,0,0,0,0,0,78,0,0,0,0,67,30,0,6,0,0,0,0,0,91,237,0,0,734,8,8,0,0,0,0,0,0,0,0,0,32,2260,0,211,0,6,0,0,27,54,0,4,0,0,0,0,0,0,400,439,0,0,0
147,147,"4/21/2021 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN12",2,0,0,NA,NA,65,NA,"C","S","N",1,"C02","C02SN1","C02PN1","C02","SN",0,0,NA,NA,66,NA,"2021-04-21 10:21:00",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR009BC",0,598,108,17722,0,0,4104,23,10,2,999,50,2337,0,61,0,67,0,0,2035,0,0,0,8,0,54,0,0,0,0,0,0,37,0,0,2672,474,433,0,23,0,28,11,0,155,11,0,0,0,0,194,95,0,0,7,0,0,140,0,0,0,0,12,37,6,42,0,0,0,13,0,111,322,0,0,603,87,145,0,6,0,0,0,0,0,132,0,34,2028,0,94,0,0,10,0,0,8,0,0,0,0,0,0,0,0,812,276,0,2,0
148,148,"4/21/2021 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE12",2,1,2,NA,NA,69,NA,"C","S","E",1,"C02","C02SE1","C02SE1","C02","SE",1,2,NA,NA,70,NA,"2021-04-21 10:41:00",10,41,10.6833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR008DS",8,742,488,18762,0,0,8435,168,34,0,371,153,1487,9,14,0,1915,0,0,3571,6,0,0,109,0,22,0,0,0,0,3,5,11,8,0,1136,1796,129,0,304,0,108,12,0,930,144,0,0,0,0,197,96,0,0,5,0,0,163,0,0,0,0,115,33,0,23,0,0,0,57,0,285,836,0,0,1608,56,32,0,0,0,0,0,0,6,0,0,473,3796,15,430,0,8,0,0,56,120,0,0,0,0,0,0,0,0,841,915,0,0,0
150,150,"4/21/2021 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE12",2,1,3,NA,NA,72,NA,"C","P","E",1,"C04","C04PE1","C04PE1","C04","PE",1,3,NA,NA,70.5,NA,"2021-04-21 11:54:00",11,54,11.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR008AY",0,615,198,15257,0,0,5599,37,56,0,311,96,2887,9,48,0,592,0,0,1877,0,0,0,1122,0,14,4,0,0,0,0,2,8,10,0,2101,1084,70,0,113,0,45,8,0,336,59,0,0,0,0,462,34,0,0,7,0,0,132,0,0,0,0,24,10,0,9,0,0,0,16,0,75,298,0,0,1473,20,49,0,9,0,0,0,0,0,14,0,49,2602,0,154,0,9,0,0,32,67,0,0,0,0,0,0,0,0,441,366,0,0,0
151,151,"4/21/2021 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE12",2,1,3,NA,NA,75,NA,"C","S","E",1,"C04","C04SE1","C04SE1","C04","SE",1,3,NA,NA,75,NA,"2021-04-21 12:14:00",12,14,12.2333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR009Q",5,777,344,14669,0,0,5085,116,32,0,651,106,1326,6,0,0,662,0,0,2924,0,0,0,29,0,54,0,0,0,0,0,0,8,18,0,1250,1402,138,0,439,0,73,13,0,718,75,0,0,0,0,230,70,0,0,0,0,0,142,0,0,0,0,25,49,1,6,0,0,0,25,0,112,392,0,0,1452,48,37,0,0,0,0,0,0,7,4,0,204,2743,0,301,0,0,10,0,55,54,0,0,0,3,0,0,0,0,293,598,0,0,0
153,153,"4/21/2021 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE12",2,0,0,NA,NA,72,NA,"C","P","E",1,"C10","C10PE1","C10PE1","C10","PE",0,0,NA,NA,72,NA,"2021-04-21 13:45:00",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR008BJ",0,1325,164,9049,0,46,3670,16,14,0,649,332,357,7,14,0,1089,0,0,3093,0,0,0,18,0,43,0,0,0,0,0,9,20,9,0,1030,1374,303,0,206,0,70,0,0,911,39,0,0,0,0,191,583,0,0,31,0,0,98,0,0,0,0,32,72,0,6,0,0,0,23,0,84,132,0,0,2893,161,11,0,4,0,0,0,0,0,7,0,179,6979,23,325,0,7,0,0,154,96,0,0,0,0,0,0,0,0,915,737,0,0,0
154,154,"4/21/2021 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE12",2,1,1,NA,NA,83,NA,"C","S","E",1,"C10","C10SE1","C10SE1","C10","SE",0,0,NA,NA,85,NA,"2021-04-21 13:54:00",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR008Y",5,1108,264,21343,0,0,6922,44,131,0,688,153,2540,4,11,0,1196,0,0,3392,0,0,0,501,0,7,14,0,0,0,0,0,3,7,0,986,2391,119,0,43,0,148,0,0,1086,232,0,0,0,0,261,71,0,0,13,0,0,98,0,0,0,0,67,88,6,15,0,0,0,14,0,159,135,0,0,2888,22,22,0,0,0,0,0,0,3,7,0,43,4671,0,404,0,9,0,0,43,109,0,0,0,0,0,0,0,0,408,509,0,3,0
158,158,"4/21/2021 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE12",2,1,1,NA,NA,82,NA,"S","P","E",1,"S01","S01PE1","S01PE1","S01","PE",1,1,NA,NA,82,NA,"2021-04-21 16:54:00",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR009W",0,621,272,12128,0,50,4088,2,8,0,572,406,1296,0,43,0,470,0,0,1103,3,0,0,10,0,23,5,0,0,0,0,35,0,8,0,3186,2203,84,0,7,0,10,0,0,761,11,0,0,0,0,210,372,17,0,81,0,0,266,0,0,0,0,30,154,0,4,0,0,0,0,0,35,183,8,0,2005,13,19,0,0,0,0,0,13,0,0,3,51,4837,0,294,0,5,22,0,206,5,2,0,0,0,0,0,0,0,372,456,0,0,0
159,159,"4/21/2021 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE12",2,1,2,NA,NA,89,NA,"S","S","E",1,"S01","S01SE1","S01SE1","S01","SE",1,3,NA,NA,84,NA,"2021-04-21 17:06:00",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR009L",5,614,343,15083,0,0,6220,31,208,0,208,103,992,0,14,0,1957,0,0,1780,0,0,0,0,0,24,0,0,0,0,0,0,2,7,0,904,1080,35,0,164,0,48,13,5,406,172,0,0,0,0,305,121,0,0,0,0,0,305,0,0,0,0,48,58,0,40,0,0,0,37,0,270,278,9,0,1722,11,0,0,9,0,0,0,0,0,11,0,73,2690,24,244,0,10,0,0,57,52,0,0,0,0,0,0,0,6,264,429,0,10,0
160,160,"4/22/2021 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN12",2,1,1,NA,NA,61,NA,"S","P","N",1,"S05","S05PN1","S05PN1","S05","PN",1,1,NA,NA,61,NA,"2021-04-22 08:26:00",8,26,8.43333333333333,"Spring",NA,NA,NA,35.46,35,33.86,33.51,4,1,"S511","JTMR008CK",0,597,161,20260,0,0,6315,49,78,0,1397,54,1974,0,75,0,258,0,0,1944,4,3,0,113,0,17,0,0,0,0,0,0,12,0,0,2422,786,484,0,10,0,54,14,0,238,11,0,0,0,0,142,64,0,0,10,0,0,122,0,0,0,0,0,41,0,5,0,0,0,25,0,64,306,0,3,528,89,140,0,16,0,0,0,0,0,42,0,29,2347,0,13,0,0,9,0,48,17,0,0,0,0,0,0,0,0,438,426,0,6,0
161,161,"4/22/2021 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN12",2,0,0,NA,NA,61,NA,"S","S","N",1,"S05","S05SN1","S05SN1","S05","SN",0,0,NA,NA,61,NA,"2021-04-22 08:49:00",8,49,8.81666666666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR008EK",4,900,318,13070,0,7,5408,45,46,1,731,264,796,0,12,0,1616,0,0,2573,9,0,0,665,0,21,3,0,3,0,0,18,8,9,0,1048,1812,153,0,149,0,85,9,0,788,199,0,0,0,0,124,177,0,0,27,0,0,211,0,0,2,0,84,89,0,33,0,0,5,35,0,26,404,0,0,2717,45,50,0,0,0,0,0,0,0,10,0,263,4368,59,336,0,7,6,0,120,63,0,0,0,0,0,0,0,0,805,908,0,6,0
162,162,"4/22/2021 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE12",2,1,2,NA,NA,65,NA,"S","S","E",1,"S05","S05SE1","S05SE1","S05","SE",1,2,NA,NA,65,NA,"2021-04-22 09:05:00",9,5,9.08333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR009G",10,858,266,13325,0,0,5517,25,172,0,261,246,1013,4,12,0,1722,0,0,2516,4,0,0,462,0,11,0,0,0,0,0,3,0,0,0,937,1368,19,0,106,0,137,5,0,526,194,0,0,0,0,153,79,0,0,22,0,0,62,0,0,0,0,31,44,0,0,0,0,0,117,3,414,267,0,0,2356,13,42,0,0,0,0,0,0,0,8,0,69,2427,13,322,0,25,0,0,25,83,0,0,0,0,0,0,0,0,205,419,4,4,0
164,164,"4/22/2021 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE12",2,0,0,NA,NA,64,NA,"S","P","E",1,"S02","S02PE1","S02PE1","S02","PE",0,0,NA,NA,64,NA,"2021-04-22 09:56:00",9,56,9.93333333333333,"Spring",NA,NA,NA,NA,NA,NA,35.12,1,0,"S201","JTMR009CV",0,318,59,13908,0,0,4603,24,16,0,1022,9,1892,0,37,0,15,0,0,1220,0,0,0,745,0,15,0,0,0,0,0,0,0,3,0,1612,374,199,0,28,0,23,0,0,119,0,0,0,0,0,246,38,0,0,0,0,0,91,0,0,0,0,0,8,0,0,0,0,0,81,0,0,56,0,0,301,90,68,0,0,0,0,0,0,0,21,0,9,1314,0,32,0,0,0,0,13,0,0,8,0,0,0,0,0,0,95,125,0,0,0
165,165,"4/22/2021 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE12",2,1,1,NA,NA,70,NA,"S","S","E",1,"S02","S02SE1","S02SE1","S02","SE",1,1,NA,NA,70,NA,"2021-04-22 10:14:00",10,14,10.2333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR009BV",11,1001,299,16689,0,15,8204,93,89,4,620,170,1373,0,29,0,1050,0,0,2999,0,0,0,414,0,47,0,0,0,0,5,8,22,4,0,1398,1455,142,0,218,0,53,12,0,627,113,0,0,0,0,261,284,0,0,22,0,0,172,0,0,0,0,126,84,0,0,0,4,0,44,0,112,510,2,4,1580,88,32,0,0,0,0,0,0,0,7,0,135,3712,33,238,0,2,0,0,88,73,0,0,0,0,0,0,0,0,346,669,0,10,0
177,177,"4/20/2021 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE12",2,0,0,4.5,1.148,80,NA,"C","P","E",1,"C06","C06PE1","C06PE1","C06","PE",0,0,4.7,1.152,84,NA,"2021-04-20 13:47:00",13,47,13.7833333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008O",7,331,85,17351,0,0,6527,16,86,0,510,7,2928,0,2,0,95,0,0,1546,0,0,0,436,0,2,14,0,0,0,0,0,0,4,0,1097,956,26,0,0,0,4,0,0,41,34,0,0,0,0,804,0,0,0,0,0,0,45,0,0,0,0,11,7,0,29,0,0,0,48,0,0,44,0,4,418,7,59,0,0,0,0,0,0,0,11,0,8,1178,0,6,0,9,0,0,0,7,0,0,0,0,0,0,0,0,258,71,0,0,0
178,178,"4/20/2021 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN12",2,0,0,7.4,1.208,84,NA,"C","S","N",1,"C08","C08SN1","C08SN1","C08","SN",0,0,6.9,1.1975,84,NA,"2021-04-20 14:51:00",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR008DH",4,804,279,14150,0,11,5442,64,45,0,638,238,2201,0,3,0,1312,0,0,3177,4,0,0,728,0,35,0,0,0,0,0,6,4,0,0,829,1733,221,0,191,0,101,7,0,650,208,0,0,0,0,245,125,0,0,21,0,0,114,0,0,0,0,33,58,4,0,0,0,0,29,0,118,111,0,0,2008,66,34,0,0,0,0,0,0,0,20,0,41,3892,12,263,0,20,7,0,37,84,0,0,0,0,0,0,0,0,346,598,0,0,0
179,179,"4/20/2021 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN12",2,0,0,NA,NA,79,NA,"C","P","N",1,"C07","C07PN1","C07PN1","C07","PN",0,0,NA,NA,84,NA,"2021-04-20 15:55:00",15,55,15.9166666666667,"Spring",NA,NA,NA,35.08,38.23,34.99,36.78,4,1,"C711","JTMR008M",0,334,124,11378,0,0,5758,42,41,0,658,0,2473,0,0,0,206,0,0,1066,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,1574,519,0,0,25,0,3,0,0,55,0,0,0,0,0,264,4,0,0,0,0,0,164,0,0,0,0,4,4,0,16,0,0,0,67,0,11,147,0,0,161,0,0,0,0,0,0,0,0,0,4,0,59,412,0,20,0,0,0,0,0,13,0,0,0,0,0,0,0,0,190,105,3,0,0
181,181,"4/20/2021 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE12",2,1,3,NA,NA,86,NA,"C","S","E",1,"C07","C07SE1","C07SE1","C07","SE",1,3,NA,NA,85,NA,"2021-04-20 16:36:00",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR009C",0,258,117,6506,0,0,2069,6,14,0,113,25,107,0,0,0,425,0,0,1231,0,0,0,30,0,11,0,0,0,0,0,0,7,4,0,170,353,80,0,143,0,32,3,0,230,17,0,0,0,0,37,9,0,0,0,0,0,19,0,0,0,0,8,21,0,0,0,0,0,34,0,53,134,0,0,432,0,19,0,0,0,0,0,0,0,0,0,24,923,0,40,0,0,0,0,0,11,0,3,0,0,0,0,0,0,36,210,0,0,0
183,183,"4/21/2021 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE12",2,1,1,NA,NA,64,NA,"C","P","E",1,"C02","C02PE1","C02PE1","C02","PE",1,2,NA,NA,65,NA,"2021-04-21 10:26:00",10,26,10.4333333333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR008CU",0,510,194,19016,0,0,6646,63,0,0,909,59,3021,0,42,0,340,0,0,2682,0,0,0,0,0,35,8,0,0,0,0,0,34,6,0,2676,1294,325,0,117,0,46,7,0,317,37,0,0,4,0,578,144,0,0,0,3,0,91,0,0,0,0,8,35,0,22,0,0,0,68,0,129,950,0,0,1003,58,147,0,7,0,0,0,0,0,9,0,40,2863,0,112,0,13,0,0,25,3,0,13,0,0,0,0,0,0,503,390,0,0,0
184,184,"4/21/2021 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN12",2,1,1,NA,NA,71,NA,"C","P","N",1,"C04","C04PN1","C04PN1","C04","PN",1,1,NA,NA,68,NA,"2021-04-21 11:22:00",11,22,11.3666666666667,"Spring",NA,NA,NA,NA,NA,36.76,NA,1,0,"C411","JTMR009EU",0,1041,196,22481,0,6,5185,47,10,0,3570,100,2299,0,65,0,146,0,0,2242,0,9,0,3,0,130,0,0,0,0,0,5,27,0,0,3963,1018,707,0,63,6,79,0,0,393,0,0,0,0,0,341,753,5,0,28,0,0,324,0,0,0,0,64,47,8,22,0,0,0,6,0,58,287,0,0,731,131,110,0,6,0,0,0,0,0,46,0,89,4834,9,86,0,0,0,0,129,19,0,0,0,0,0,0,0,3,652,554,5,6,0
185,185,"4/21/2021 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN12",2,1,1,NA,NA,78,NA,"C","S","N",1,"C04","C04SN1","C04SN1","C04","SN",1,1,NA,NA,76,NA,"2021-04-21 11:30:00",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR009ET",0,1183,307,22873,0,0,10473,95,137,0,987,139,2838,4,82,0,478,0,0,3285,0,0,0,30,0,36,5,0,0,0,0,0,12,8,0,2298,1831,196,3,195,0,59,3,0,427,31,0,0,0,0,755,70,3,0,7,0,0,381,0,0,0,0,47,79,0,21,0,0,0,42,0,184,248,0,4,1510,52,96,0,16,0,0,0,0,0,13,0,160,2997,4,267,0,0,0,0,94,56,0,15,0,0,0,0,0,0,463,544,3,11,0
186,186,"4/21/2021 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN12",2,0,0,NA,NA,76,NA,"C","P","N",1,"C10","C10PN1","C10PN1","C10","PN",0,0,NA,NA,76,NA,"2021-04-21 13:09:00",13,9,13.15,"Spring",NA,NA,NA,NA,37.54,NA,NA,1,0,"C1011","JTMR009D",0,59,50,5681,0,0,2050,6,39,0,77,8,483,0,6,0,48,0,0,452,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,471,253,9,0,0,0,3,0,0,32,9,0,0,0,0,45,0,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,7,0,0,20,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,175,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,14,0,0,0
187,187,"4/21/2021 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN12",2,0,0,NA,NA,80,NA,"C","S","N",1,"C10","C10SN1","C10SN1","C10","SN",0,0,NA,NA,81,NA,"2021-04-21 13:18:00",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR009DU",4,628,226,20231,0,10,7645,45,60,0,1333,62,2314,0,72,0,421,0,0,2856,0,0,0,162,0,0,0,0,3,0,0,0,15,0,0,2695,1393,107,0,78,0,52,19,0,251,39,0,0,0,0,331,47,0,0,4,0,0,313,0,0,0,0,74,34,4,20,0,0,0,61,0,120,469,0,0,1444,92,36,0,21,0,0,0,0,0,80,0,47,2290,0,172,0,11,0,0,24,41,0,0,0,0,0,0,0,0,594,315,0,0,0
191,191,"4/21/2021 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN12",2,0,0,NA,NA,76,NA,"S","P","N",1,"S01","S01PN1","S01PN1","S01","PN",0,0,NA,NA,76,NA,"2021-04-21 16:39:00",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR008AR",3,449,230,25642,0,0,10357,9,115,0,248,9,5445,0,63,0,433,0,0,1370,5,0,0,1627,0,0,51,0,0,0,0,0,7,20,0,4745,1754,0,0,66,0,13,0,0,149,46,0,0,0,0,141,0,0,0,0,0,0,84,0,0,0,0,22,7,0,16,0,0,0,46,0,57,245,0,0,500,2,46,0,9,0,0,0,0,0,0,0,13,1597,0,43,0,0,0,0,0,6,0,0,0,0,0,0,0,0,239,256,0,0,0
