"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Absidia","Acarospora","Acaulium","Acericola","Acremonium","Acrodontium","Acrospermum","Actinomucor","Agaricus","Agrocybe","Ajellomyces","Allelochaeta","Alternaria","Amanita","Amauroascus","Ambispora","Amphosoma","Aphanoascus","Apophysomyces","Arachnomyces","Archaeospora","Arcuadendron","Arrhenia","Arthrobotrys","Arthrocladium","Arthroderma","Arthrographis","Articulospora","Ascobolus","Ascosphaera","Ascotricha","Aspergillus","Athelia","Atrocalyx","Aureobasidium","Auxarthron","Auxarthronopsis","Basidioascus","Betamyces","Bezerromyces","Bimuria","Biscogniauxia","Blastobotrys","Blastomyces","Blumeria","Botryosphaeria","Bovista","Buckleyzyma","Bulbithecium","Bullera","Byssomerulius","Calvatia","Candelaria","Candida","Catenulomyces","Catenulostroma","Celosporium","Cephaliophora","Cephalotrichum","Ceratobasidium","Cercophora","Chaetomium","Chaetosphaeronema","Chalara","Cheilymenia","Chlorociboria","Chrysosporium","Circinella","Cistella","Cladophialophora","Cladorrhinum","Clarireedia","Claroideoglomus","Clitopilus","Clonostachys","Colacogloea","Comoclathris","Coniocessia","Coniochaeta","Coniosporium","Coniothyrium","Connersia","Conocybe","Constantinomyces","Coprinellus","Coprinopsis","Coprinus","Cordyceps","Crocicreas","Cryptocline","Cryptococcus","Cryptocoryneum","Cunninghamella","Curvularia","Cutaneotrichosporon","Cyathicula","Cyrenella","Cystobasidium","Cystofilobasidium","Cytospora","Dactylonectria","Darksidea","Debaryomyces","Deconica","Dematiopleospora","Devriesia","Diaporthe","Diatrypella","Dichotomopilus","Didymella","Diehliomyces","Dinemasporium","Dioszegia","Diversispora","Dominikia","Dothiorella","Edenia","Elasticomyces","Emmonsiellopsis","Endocarpon","Endoconidioma","Endoconidiophora","Entoloma","Entyloma","Eremomyces","Erythrobasidium","Evernia","Exophiala","Exserohilum","Filobasidium","Fimicolochytrium","Flavomyces","Fonsecazyma","Funneliformis","Fusariella","Fusarium","Fusicladium","Gaertneriomyces","Gaeumannomyces","Gallowayella","Gamsia","Geastrum","Gelidatrema","Geminibasidium","Genolevuria","Geomyces","Gibberella","Gibellulopsis","Glarea","Glomus","Gymnascella","Gymnoascus","Halokirschsteiniothelia","Haptocillium","Harpochytrium","Harposporium","Hazslinszkyomyces","Herpotrichia","Heteroconium","Heydenia","Hirsutella","Hohenbuehelia","Holtermanniella","Homortomyces","Hormonema","Humicola","Hyalorbilia","Hydeomyces","Hydropisphaera","Hyphoderma","Hyphodermella","Hyphodontia","Idriella","Iodophanus","Kalmusia","Karstenia","Keissleriella","Kluyveromyces","Knufia","Kochiomyces","Kockovaella","Kraurogymnocarpa","Kurtzmanomyces","Kwoniella","Laburnicola","Lachnellula","Laetisaria","Lamprospora","Lapidomyces","Lecanicillium","Lecidella","Lectera","Lentomitella","Lepidosphaeria","Lepiota","Leptobacillium","Leptosphaeria","Leucocoprinus","Leucosphaerina","Leucosporidium","Leucothecium","Lichtheimia","Limonomyces","Lindtneria","Lophiostoma","Lophotrichus","Macrophomina","Magnaporthiopsis","Malbranchea","Marchandiobasidium","Massariosphaeria","Melanoleuca","Melanospora","Meristemomyces","Metacordyceps","Metapochonia","Metarhizium","Metschnikowia","Microascus","Microdochium","Microstroma","Minimedusa","Monascella","Monocillium","Monographella","Monosporascus","Montagnula","Mortierella","Mucor","Muriphaeosphaeria","Murispora","Mycena","Mycenastrum","Mycoacia","Mycocalicium","Mycocentrospora","Mycosphaerella","Myriodontium","Myrmecridium","Myrothecium","Myxotrichum","Naganishia","Nectriopsis","Neocamarosporium","Neocatenulostroma","Neodendryphiella","Neophaeococcomyces","Neosetophoma","Neostagonospora","Neurospora","Nigrograna","Nigrosabulum","Nigrospora","Ochroconis","Octospora","Oedocephalum","Oidiodendron","Oliveonia","Olpidium","Ophiosphaerella","Orbilia","Ovatospora","Pacispora","Paecilomyces","Panaeolus","Papiliotrema","Papulaspora","Paraconiothyrium","Paracylindrocarpon","Paramicrothyrium","Paraphoma","Parapyrenochaeta","Parasitella","Parasola","Parastagonospora","Paurocotylis","Pellidiscus","Penicillium","Peniophora","Perenniporia","Periconia","Perusta","Petrophila","Peziza","Phaeococcomyces","Phaeomoniella","Phaeosphaeria","Phaeotheca","Phanerochaete","Phellorinia","Phialemonium","Phialophora","Phlyctochytrium","Phoma","Phomatospora","Phomopsis","Physcia","Physconia","Pirex","Pithoascus","Plectosphaerella","Plenodomus","Pleuroascus","Pleurophoma","Pleurophragmium","Pochonia","Podosphaera","Podospora","Polycauliona","Polyschema","Polyscytalum","Powellomyces","Preussia","Protomyces","Psathyrella","Pseudoarthrographis","Pseudocoleophoma","Pseudogymnoascus","Pseudolophiotrema","Pseudoophiobolus","Pseudopithomyces","Pseudostrickeria","Pseudotaeniolina","Pseudotricharina","Pterula","Purpureocillium","Pyrenochaeta","Pyrenophora","Rachicladosporium","Ramimonilia","Ramophialophora","Ramularia","Rasamsonia","Retroconis","Rhizophagus","Rhizophlyctis","Rhizophydium","Rhizopus","Rhodosporidiobolus","Saccothecium","Saitozyma","Sakaguchia","Saksenaea","Sarcinomyces","Sarocladium","Saxophila","Schizothecium","Scleroconidioma","Sclerostagonospora","Scutellinia","Scutellospora","Septoglomus","Septoria","Setophaeosphaeria","Shanorella","Shiraia","Simplicillium","Sistotremastrum","Solicoccozyma","Sparticola","Spiromastix","Spizellomyces","Sporobolomyces","Sporormia","Sporormiella","Stachybotrys","Stemphylium","Striatibotrys","Subramaniula","Symmetrospora","Syncephalastrum","Talaromyces","Tausonia","Terfezia","Tetracladium","Tetrapisispora","Thamnidium","Thanatephorus","Thecaphora","Thelebolus","Thielavia","Thyrostroma","Tilachlidium","Tomentellopsis","Torula","Tranzscheliella","Trechispora","Tricharina","Trichoderma","Trichomerium","Trichothecium","Tulostoma","Udeniomyces","Udeniozyma","Uncobasidium","unidentified","unspecified_Acarosporaceae","unspecified_Agaricaceae","unspecified_Agaricales","unspecified_Agaricomycetes","unspecified_Ajellomycetaceae","unspecified_Arachnomycetaceae","unspecified_Arthrodermataceae","unspecified_Ascomycota","unspecified_Aspergillaceae","unspecified_Auriculariales","unspecified_Bartaliniaceae","unspecified_Basidiobolomycota","unspecified_Basidiomycota","unspecified_Capnodiaceae","unspecified_Capnodiales","unspecified_Cephalothecaceae","unspecified_Ceratobasidiaceae","unspecified_Chaetomiaceae","unspecified_Chaetothyriales","unspecified_Chytridiomycota","unspecified_Claroideoglomeraceae","unspecified_Clavicipitaceae","unspecified_Coniochaetaceae","unspecified_Coniothyriaceae","unspecified_Cordycipitaceae","unspecified_Corticiaceae","unspecified_Cystobasidiomycetes","unspecified_Diaporthales","unspecified_Diatrypaceae","unspecified_Didymosphaeriaceae","unspecified_Diversisporaceae","unspecified_Dothideaceae","unspecified_Dothideales","unspecified_Dothideomycetes","unspecified_Eremomycetaceae","unspecified_Eurotiomycetes","unspecified_Fungi","unspecified_Glomeraceae","unspecified_Glomeromycota","unspecified_Gymnoascaceae","unspecified_Helotiaceae","unspecified_Helotiales","unspecified_Herpotrichiellaceae","unspecified_Hypocreales","unspecified_Hypocreales_fam_Incertae_sedis","unspecified_Lasiosphaeriaceae","unspecified_Leotiomycetes","unspecified_Leptosphaeriaceae","unspecified_Leucosporidiaceae","unspecified_Lophiostomataceae","unspecified_Lycoperdaceae","unspecified_Microascaceae","unspecified_Microascales","unspecified_Microbotryomycetes","unspecified_Mortierellales","unspecified_Mucoraceae","unspecified_Mucorales","unspecified_Mycosphaerellaceae","unspecified_Myxotrichaceae","unspecified_Nectriaceae","unspecified_Onygenales","unspecified_Orbiliaceae","unspecified_Orbiliomycetes","unspecified_Pezizaceae","unspecified_Pezizales","unspecified_Phaeosphaeriaceae","unspecified_Platygloeales","unspecified_Pleosporaceae","unspecified_Pleosporales","unspecified_Pleosporales_fam_Incertae_sedis","unspecified_Polyporales","unspecified_Powellomycetaceae","unspecified_Psathyrellaceae","unspecified_Pseudeurotiaceae","unspecified_Pyronemataceae","unspecified_Rhizophlyctidaceae","unspecified_Saccharomycetales","unspecified_Sordariales","unspecified_Sordariomycetes","unspecified_Spizellomycetaceae","unspecified_Spizellomycetales","unspecified_Sporormiaceae","unspecified_Stachybotryaceae","unspecified_Stictidaceae","unspecified_Teloschistaceae","unspecified_Teratosphaeriaceae","unspecified_Tremellaceae","unspecified_Tremellales","unspecified_Tremellomycetes","unspecified_Tricholomataceae","unspecified_Trichomeriaceae","unspecified_Trichomonascaceae","unspecified_Tubeufiales","unspecified_Venturiaceae","unspecified_Venturiales","unspecified_Xylariaceae","unspecified_Xylariales","Ustilago","Veronaea","Veronaeopsis","Verrucaria","Verticillium","Vishniacozyma","Volvariella","Wallemia","Warcupia","Wardomycopsis","Westerdykella","Xenomassariosphaeria","Xeromyces","Xylaria","Xylodon","Zopfiella"
1,1,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN11",1,1,1,8.7,1.229,90,7,"S","S","E",1,"S07","S07SE1","S07SN1","S07","SE",1,1,6.4,1.186,90,7,"4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011CQ",0,0,0,0,437,0,0,0,13,0,0,0,2276,0,0,0,5,0,0,451,16,0,0,0,0,0,0,26,160,0,0,827,0,0,352,0,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,100,0,244,0,0,0,0,0,0,0,0,0,2454,16,7,0,0,17278,0,6677,31,0,0,102,196,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2813,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,132,0,0,0,0,5,0,0,0,288,0,0,0,0,0,0,0,0,9479,0,0,0,0,0,0,0,0,0,10,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,138,0,0,0,16,0,0,0,0,0,0,217,0,0,0,0,646,0,0,0,0,24,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0,74,0,0,0,0,1100,0,0,0,0,0,0,3635,0,0,84,0,0,0,4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,119,0,0,0,0,0,0,0,0,25,0,14,86,0,0,0,102,449,0,0,22,0,0,0,0,0,0,0,0,153,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189,0,0,0,0,0,0,0,1401,0,0,0,0,105,0,31,0,6,56,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,43,0,0,166,0,0,0,0,0,0,0,0,0,0,42,34,6,0,0,0,0,0,65,0,0,2292,0,0,0,0,0,0,0,0,395,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0
2,2,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE11",1,1,1,4.1,1.139,81,7,"S","P","E",1,"S07","S07PE1","S07PE1","S07","PE",1,1,6.2,1.181,87,7,"4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,34.13,37.14,NA,NA,2,0,"S701","JTMR011DP",0,0,46,0,9,0,0,0,0,31,31,0,6461,0,12,0,0,0,0,311,0,211,0,0,0,21,30,12,1859,10,0,1255,0,0,42,257,8,0,0,0,0,7,9,0,0,0,14,0,46,0,0,0,0,40,0,0,0,0,68,24,0,949,0,202,0,0,461,98,0,0,0,9047,0,0,0,0,87,150,29,50,0,0,81,68,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,59,0,0,0,0,78,0,0,0,0,0,35,0,0,0,0,715,0,0,0,0,0,0,0,383,0,0,0,0,0,712,0,0,0,0,0,0,0,43,530,0,0,0,0,0,7,0,0,0,10,0,0,0,0,11,0,0,0,178,0,0,0,0,12,0,79,0,0,0,0,236,20,0,66,0,0,0,0,0,0,0,0,0,157,19,0,0,0,0,0,163,0,0,19,29,0,0,0,0,0,0,699,0,0,0,0,123,0,0,0,0,36,0,25,8,0,49,0,0,0,0,133,0,0,0,5,0,0,0,0,54,0,0,0,0,134,0,0,0,0,0,0,12073,0,0,0,0,0,0,160,0,0,0,0,0,63,0,0,0,0,0,0,0,0,4029,0,0,69,0,0,0,0,0,0,37,0,0,6039,0,0,0,0,7545,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,115,0,890,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,44,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,0,0,0,123,43,14,1913,73,0,0,0,5,0,0,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1320,10,0,0,0,0,0,0,0,0,10912,0,0,0,0,10,0,0,0,0,0,135,100,25,28,223,0,0,0,178,0,0,454,0,0,0,0,1204,0,0,0,51,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,19,0,16,22,0,0,0,28,0,0,0,21,0,0
3,3,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE11",1,1,3,5.8,1.176,73,8,"S","P","E",1,"S08","S08PE1","S08PE1","S08","PE",1,3,5.8,1.176,73,8,"4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR010DY",0,0,0,0,49,0,0,96,0,0,0,0,3136,0,54,0,0,0,0,107,0,0,0,6,0,0,45,82,208,0,0,1074,0,0,196,263,53,0,0,0,0,0,79,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,319,0,0,1110,0,29,0,0,86,25,0,4,0,588,106,7,0,0,884,0,187,770,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,381,0,0,6,0,0,0,0,1431,10,0,0,47,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,102,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,75,0,0,20,0,1005,0,0,0,0,0,0,0,811,0,0,0,0,0,212,0,0,0,0,0,0,0,13,54,0,0,0,8,0,0,0,0,0,15,0,0,7,0,36,0,0,0,14,0,451,0,0,172,0,43,0,0,0,0,202,0,0,40,0,0,0,0,0,0,0,0,0,16,409,0,0,0,0,98,87,0,929,55,0,0,0,0,0,0,0,2489,0,0,7,278,62,0,0,0,24,0,0,0,0,0,0,0,0,0,0,278,33,17,0,0,0,0,0,0,63,0,0,1980,0,247,0,0,0,0,0,0,3291,0,0,0,0,0,0,611,0,0,0,0,0,0,95,19,0,0,0,0,0,0,4111,0,0,0,0,7,0,0,0,0,0,0,0,405,0,0,0,0,1249,0,0,8,0,0,0,0,0,0,0,0,20,55,0,0,0,0,0,0,107,0,0,0,0,0,0,409,0,647,0,0,196,0,0,0,0,0,0,7,0,68,0,0,0,0,0,19,77,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2872,0,0,0,0,21,0,0,940,0,0,0,0,0,0,0,0,0,4325,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1311,7,566,0,0,0,13,0,0,9,0,197,35,0,11,0,0,0,0,0,0,0,0,0,0,42,233,0,0,19,0,0,0,0,313,0,0,0,0,25,0,0,0,5,15,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29,34,0,0,0,29,0,0,0,6,0,0
4,4,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE11",1,1,3,9.2,1.244,74,8,"S","S","E",1,"S08","S08SE1","S08SE1","S08","SE",1,3,10.7,1.275,73,8,"4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011AC",0,0,0,0,8,0,0,0,0,0,0,0,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,266,0,0,7,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,35,11,0,0,0,0,0,0,0,0,8863,0,501,0,0,18146,0,141,43,0,0,83,10,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4236,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,58,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1106,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,416,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,231,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,115,0,0,0,0,3,0,0,0,7,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1723,0,0,0,0,0,0,0,0,325,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
6,6,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE11",1,0,0,3.8,1.137,90,NA,"S","S","E",1,"S10","S10SE1","S10SE1","S10","SE",0,0,4.7,1.154,95,NA,"4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR010CU",0,0,0,0,0,0,0,0,0,0,0,0,12088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,0,1234,0,0,27,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,197,0,140,333,0,0,0,0,0,0,0,0,16110,0,524,0,0,1326,0,2852,952,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,81,0,0,0,0,9611,0,0,0,0,172,0,0,0,0,0,0,0,10,0,0,0,0,46,0,407,0,8,0,0,0,394,0,0,0,0,0,5,0,0,0,0,149,0,0,0,0,90,0,0,113,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,8,692,0,0,0,27,0,0,0,0,0,147,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3238,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1317,593,396,0,898,0,0,0,0,0,0,53,0,0,0,0,245,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,6,538,0,0,0,0,0,36,0,0,0,0,5193,0,0,0,0,0,0,1664,0,0,47,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1328,5,0,0,0,0,0,0,0,10,0,0,0,0,0,139,0,0,0,0,0,0,0,0,240,0,0,0,0,0,61,0,0,0,0,0,0,6,0,0,0,0,0,514,293,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,9564,0,0,0,30,0,0,0,3931,0,0,0,0,0,0,84,0,0,199,0,26,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,0,0,0,3,0,483,0,0,0,0,0,9,0,0,6091,0,0,28,0,0,0,0,0,2618,662,0,0,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0
9,9,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN11",1,2,1,5.3,1.171,86,NA,"S","P","N",1,"S10","S10PN1","S10PN1","S10","PN",2,1,5.3,1.171,80,NA,"4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR011AT",0,0,0,0,9,0,0,0,0,0,0,0,8873,0,0,0,65,0,0,16,0,0,0,0,0,0,0,149,16,0,0,870,0,0,473,0,0,0,0,0,154,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,3,3377,0,50,2433,32,0,0,77,0,0,7,0,425,0,0,0,0,14929,0,2495,565,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,34,0,0,58,0,0,0,0,2177,0,0,8,0,11,0,8,0,0,0,133,0,5,0,0,0,0,24,0,0,0,0,0,0,0,58,0,0,0,0,0,53,0,0,0,0,129,0,0,87,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,219,0,0,0,0,0,66,1018,0,0,0,774,0,0,0,0,0,24,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,1643,0,0,248,0,0,0,0,0,0,839,0,0,0,0,1094,0,0,0,0,343,60,15,0,0,0,0,0,0,0,21,0,0,16,0,0,0,3,10,149,0,0,0,0,2598,0,0,0,0,0,0,4381,0,0,31,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3425,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,20,0,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2755,0,0,0,0,130,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3250,0,0,0,0,0,0,0,787,44,0,0,0,81,0,28,0,2,113,0,6,8,0,0,0,0,0,0,0,20,0,0,0,0,49,0,0,1388,0,0,0,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,29,0,19,0,0,0,983,0,0,4808,0,0,0,0,0,0,0,0,1400,0,0,0,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0
10,10,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN11",1,2,1,7.5,1.213,81,NA,"S","S","N",1,"S10","S10SN1","S10SN1","S10","SN",2,1,6.9,1.202,81,NA,"4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010AM",0,0,0,0,0,0,0,0,5,0,0,0,13843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,44,0,0,1457,0,0,37,0,0,0,0,9,114,0,0,0,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,10,152,743,0,0,0,0,0,0,0,0,3871,97,0,0,0,1232,0,202,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,3583,0,0,0,54,30,0,0,0,0,0,0,0,0,0,0,0,0,14,0,685,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,159,0,0,30,0,0,0,0,0,0,10,0,0,0,619,0,14,0,0,0,0,23,68,1922,0,0,0,12,14,0,0,0,0,45,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,9,348,0,559,0,0,0,0,0,0,4160,0,0,0,0,571,0,0,0,0,217,0,21,0,0,0,0,0,0,0,10,0,0,31,8,0,0,0,0,59,0,0,0,0,1076,0,0,0,0,0,0,2411,0,0,50,0,0,0,435,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,44,0,0,0,0,0,0,0,0,0,0,45,0,0,0,6,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,28,0,0,919,0,8,0,0,0,0,0,0,269,1193,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,132,446,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,3779,0,0,81,12,5,0,0,2956,0,0,0,0,54,0,8,0,102,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,1848,7,0,0,0,92,0,0,0,19,8,0,5,0,0,7,0,0,0,0,0,13,0,26,0,11,0,0,0,0,0,0,1002,0,0,18,0,0,0,0,0,1752,318,0,0,479,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0
