"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Acarosporaceae","Acrospermaceae","Agaricaceae","Agaricales_fam_Incertae_sedis","Ajellomycetaceae","Alphamycetaceae","Amanitaceae","Ambisporaceae","Amniculicolaceae","Amphisphaeriaceae","Arachnomycetaceae","Archaeosporaceae","Arthrodermataceae","Ascobolaceae","Ascodesmidaceae","Ascosphaeraceae","Aspergillaceae","Atheliaceae","Aureobasidiaceae","Auriculariales_fam_Incertae_sedis","Bartaliniaceae","Bezerromycetaceae","Bionectriaceae","Bolbitiaceae","Boliniales_fam_Incertae_sedis","Botryosphaeriaceae","Botryosphaeriales_fam_Incertae_sedis","Buckleyzymaceae","Bulleraceae","Bulleribasidiaceae","Candelariaceae","Cantharellales_fam_Incertae_sedis","Capnodiaceae","Capnodiales_fam_Incertae_sedis","Cephalothecaceae","Ceratobasidiaceae","Ceratocystidaceae","Chaetomiaceae","Chaetosphaeriaceae","Chaetothyriales_fam_Incertae_sedis","Chionosphaeraceae","Chrysozymaceae","Chytridiaceae","Cladosporiaceae","Claroideoglomeraceae","Clavicipitaceae","Coniocessiaceae","Coniochaetaceae","Coniothyriaceae","Cordycipitaceae","Corticiaceae","Cucurbitariaceae","Cuniculitremaceae","Cunninghamellaceae","Cystobasidiaceae","Cystofilobasidiaceae","Debaryomycetaceae","Diaporthaceae","Diatrypaceae","Dictyosporiaceae","Didymellaceae","Didymosphaeriaceae","Diversisporaceae","Dothideaceae","Dothideomycetes_fam_Incertae_sedis","Dothioraceae","Elsinoaceae","Entolomataceae","Entylomataceae","Eremomycetaceae","Erysiphaceae","Erythrobasidiaceae","Erythrobasidiales_fam_Incertae_sedis","Extremaceae","Filobasidiaceae","Ganodermataceae","Geastraceae","Geminibasidiaceae","Gigasporaceae","Glomeraceae","Glomerellaceae","Glomosporiaceae","Gymnoascaceae","Harpochytriaceae","Helotiaceae","Helotiales_fam_Incertae_sedis","Herpotrichiellaceae","Holtermanniales_fam_Incertae_sedis","Hyaloscyphaceae","Hydnodontaceae","Hyphodermataceae","Hypocreaceae","Hypocreales_fam_Incertae_sedis","Hyponectriaceae","Inocybaceae","Irpicaceae","Lasiosphaeriaceae","Lecanoraceae","Lentitheciaceae","Leptosphaeriaceae","Leucosporidiaceae","Lichtheimiaceae","Lophiostomataceae","Lophiotremataceae","Lycoperdaceae","Magnaporthaceae","Melanommataceae","Melanosporaceae","Meruliaceae","Metschnikowiaceae","Microascaceae","Microbotryomycetes_fam_Incertae_sedis","Microdochiaceae","Microstromataceae","Mortierellaceae","Mrakiaceae","Mucoraceae","Mycenastraceae","Mycocaliciaceae","Mycosphaerellaceae","Myrmecridiaceae","Mytilinidiales_fam_Incertae_sedis","Myxotrichaceae","Nectriaceae","Olpidiaceae","Onygenaceae","Onygenales_fam_Incertae_sedis","Ophiocordycipitaceae","Orbiliaceae","Pacisporaceae","Paradictyoarthriniaceae","Parmeliaceae","Peniophoraceae","Periconiaceae","Pezizaceae","Pezizomycotina_fam_Incertae_sedis","Phaeococcomycetaceae","Phaeomoniellaceae","Phaeosphaeriaceae","Phaeotremellaceae","Phanerochaetaceae","Phelloriniaceae","Phomatosporaceae","Physciaceae","Piskurozymaceae","Planistromellaceae","Plectosphaerellaceae","Pleomassariaceae","Pleosporaceae","Pleosporales_fam_Incertae_sedis","Pleurotaceae","Pluteaceae","Powellomycetaceae","Protomycetaceae","Psathyrellaceae","Pseudeurotiaceae","Pseudolophiotremataceae","Pterulaceae","Pyronemataceae","Rhizophlyctidaceae","Rhizophydiaceae","Rhizopodaceae","Rhynchogastremataceae","Rhytismatales_fam_Incertae_sedis","Saccharomycetaceae","Saccharomycetales_fam_Incertae_sedis","Saksenaeaceae","Schizoporaceae","Sclerotiniaceae","Sirobasidiaceae","Sordariaceae","Sordariales_fam_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Spizellomycetaceae","Sporidiobolaceae","Sporocadaceae","Sporormiaceae","Stachybotryaceae","Stephanosporaceae","Stictidaceae","Strophariaceae","Symmetrosporaceae","Sympoventuriaceae","Syncephalastraceae","Teloschistaceae","Teratosphaeriaceae","Testudinaceae","Thelebolaceae","Thelephoraceae","Tilachlidiaceae","Torulaceae","Trechisporales_fam_Incertae_sedis","Trematosphaeriaceae","Tremellaceae","Tremellales_fam_Incertae_sedis","Trichocomaceae","Tricholomataceae","Trichomeriaceae","Trichomonascaceae","Trichosphaeriaceae","Trichosporonaceae","Trimorphomycetaceae","Tuberaceae","Tulasnellaceae","unidentified","Unknown","Ustilaginaceae","Valsaceae","Venturiaceae","Verrucariaceae","Wallemiaceae","Xylariaceae"
384,384,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN14","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011EA",0,0,52,0,22,0,0,0,0,0,19,0,0,5257,10,0,1836,0,65,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,46,0,2427,0,0,0,0,11,0,0,67,54,271,0,0,0,0,0,0,7,0,0,0,24,0,11272,4068,0,0,0,0,0,987,0,31,0,0,0,0,344,0,0,0,0,18,0,0,595,0,443,0,259,28,0,0,0,0,1261,0,0,0,762,0,42,9,23,0,16,0,0,0,0,0,0,0,360,0,0,0,0,0,47,0,0,8820,0,0,15,877,0,43,1781,0,0,0,0,0,0,0,2764,0,20,0,790,0,0,0,0,0,0,0,1692,0,16591,0,0,0,0,0,99,344,0,7,666,20,0,0,502,0,0,0,0,0,6,0,0,97,0,25,0,0,1708,665,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,55,0,0,0,0,0,0,609,8048,0,0,0,0,14,0
385,385,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN14","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011FF",0,0,25,0,0,0,0,0,0,0,0,0,0,172,14,0,337,0,0,0,0,0,0,11,0,0,0,0,0,266,0,0,0,0,0,0,0,626,0,4,0,0,0,0,15,23,0,307,0,4,0,0,0,0,0,0,0,0,16,64,2552,1897,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,25,0,0,0,0,720,0,173,4,0,0,0,0,29882,0,0,0,281,0,36,15,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,7,0,0,1071,0,0,0,159,0,0,0,0,3,0,0,0,0,0,245,0,19,0,399,0,0,0,0,0,0,0,67,0,3839,0,0,0,0,0,3,11,0,0,181,0,0,0,470,0,0,0,0,0,0,0,0,0,0,6,0,0,307,83,35,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,583,4363,0,0,0,0,0,0
386,386,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN14","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,36.34,38.99,37.41,39.96,4,1,"C1011","JTMR011BK",0,0,1653,0,35,0,0,0,0,0,0,0,0,1362,11,0,1270,0,66,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,20,0,1543,0,0,0,0,0,0,0,0,0,289,0,0,0,71,0,0,0,0,0,0,346,0,5034,2401,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,8,0,321,0,247,0,0,0,0,0,77,0,16,0,2539,0,68,232,70,0,5,0,77,0,0,0,0,0,73,0,37,0,0,0,0,0,0,1216,0,0,10,57,0,25,0,0,3,0,0,0,0,0,1524,0,28,0,617,0,0,0,0,0,0,0,77,0,17066,0,0,0,0,0,387,133,0,377,2189,122,0,13,127,0,0,0,0,0,36,0,0,0,0,0,0,0,2169,194,0,0,0,0,0,0,0,0,12,231,0,0,0,0,0,0,0,10,0,23,0,0,0,0,0,0,1186,5657,0,0,0,0,0,4
387,387,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN14","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010CK",0,0,1799,0,163,7,0,0,0,0,221,0,6,8894,10,0,2981,0,5,0,0,0,18,358,0,0,0,0,0,200,0,0,0,0,17,985,0,4390,0,0,0,0,14,0,17,0,121,419,0,0,0,28,0,0,0,5,0,58,279,0,7255,840,13,0,0,0,0,0,100,45,0,0,0,0,394,0,0,0,0,3,0,0,297,11,266,0,300,0,0,0,0,0,156,0,22,0,2615,0,40,27,40,191,5,0,17,0,0,0,0,0,1641,0,72,0,590,0,29,0,0,379,0,0,93,222,25,70,277,0,35,0,0,0,0,0,2518,0,0,0,554,0,0,0,0,0,10,0,592,0,11712,0,13,0,355,0,5114,730,0,0,3962,177,26,13,127,0,0,0,0,0,19,0,0,0,0,116,0,0,841,10,0,0,0,0,4,0,0,2,0,11,0,0,0,0,0,0,0,13,0,196,0,0,0,4,0,0,2826,4466,0,0,0,0,0,15
391,391,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN14","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011DJ",0,0,0,0,0,0,0,0,0,0,153,0,0,251,0,0,10251,0,26,0,0,0,0,0,0,6,0,0,0,65,0,0,0,0,405,7,0,2326,0,177,0,0,3,0,0,5,0,1711,0,4,0,0,0,0,0,0,0,0,77,0,2776,1136,0,0,0,0,0,0,0,126,0,0,0,0,198,0,2,0,0,13,0,0,2514,0,8,0,61,14,0,0,0,0,13,0,0,0,43,0,15,0,0,0,0,0,273,0,0,0,0,0,1200,0,10,0,0,0,15,0,0,105,0,0,65,1826,0,111,1734,0,0,0,0,0,0,0,1390,0,29,0,313,0,0,0,0,0,0,0,438,0,7282,9,0,0,0,0,0,3785,0,0,24,30,0,8,131,0,0,0,0,0,1895,0,0,0,0,0,0,0,2101,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,14,0,0,0,0,0,0,208,6358,0,0,0,0,0,0
392,392,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN14","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011AQ",0,0,122,0,14,0,0,0,0,0,154,0,0,205,0,0,4427,87,48,0,0,0,0,0,0,84,0,0,0,79,0,0,0,0,0,19,0,1115,0,385,0,0,0,0,68,0,283,413,0,20,0,0,0,0,0,0,0,0,611,0,1503,1489,12,0,18,0,0,0,0,0,0,0,0,0,381,9,10,0,0,528,0,0,809,0,18,0,871,7,0,0,0,0,12,0,0,0,564,0,262,18,0,0,0,0,75,0,0,0,0,0,156,0,65,0,0,0,0,0,0,611,0,0,109,962,0,26,11,0,0,0,0,0,0,0,481,0,0,0,841,0,0,0,0,0,0,0,0,0,8327,17,0,0,0,0,524,359,0,0,1457,46,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,885,7,13,0,0,0,5,0,0,0,100,0,0,0,0,0,0,0,0,40,0,240,0,0,0,0,0,0,1852,12996,0,0,0,0,0,13
394,394,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE14","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR010BR",0,0,14,0,0,0,0,0,0,0,35,0,0,291,0,0,4426,0,59,0,0,0,104,0,0,0,0,0,0,71,0,0,0,0,0,19,0,4065,0,6,0,0,49,0,0,145,0,297,0,236,0,0,0,0,0,3,0,0,34,0,3766,213,0,0,0,0,0,0,0,24,0,0,0,0,163,0,0,0,0,37,0,0,313,0,260,0,57,7,0,0,0,0,721,0,0,0,13426,0,290,0,16,0,0,0,11,0,0,0,0,0,19,0,13,0,504,0,174,0,0,1779,0,0,0,583,7,6,110,0,169,0,0,0,0,0,119,0,0,0,907,0,0,0,0,0,27,0,642,0,4896,0,0,0,0,0,392,144,0,0,43,223,4,8,85,0,0,0,0,0,0,0,0,188,0,0,0,0,1405,23,28,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,12,0,0,0,0,0,0,1017,3881,0,0,0,0,0,0
395,395,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN14","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010DM",0,0,14,0,361,0,0,0,0,0,763,0,13,177,0,0,3427,0,9,0,0,0,0,0,0,0,0,8,0,77,0,0,0,0,19,66,0,1720,0,0,0,0,0,0,13,0,174,5,0,0,37,0,0,0,0,127,0,0,96,0,5186,1119,0,0,0,0,0,0,0,25,0,0,0,0,1179,0,0,11,0,0,0,0,337,0,42,0,137,0,0,0,0,0,222,0,0,0,426,0,15,0,0,26,2,0,7,16,0,0,0,0,3727,0,0,0,164,0,92,0,0,381,0,0,215,32,0,51,220,0,0,0,0,0,0,4,1217,11,34,0,326,0,0,0,0,0,5,0,11,0,12373,0,15,0,38,0,51,1734,0,0,432,17,0,41,100,0,0,2,25,0,547,0,4,8,0,0,0,0,1050,0,0,0,0,0,4,0,0,0,79,0,0,0,0,0,0,0,0,89,0,4,0,0,0,0,0,0,583,3144,0,0,0,0,0,27
396,396,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN14","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010AP",0,0,169,0,0,0,0,0,0,0,12,0,0,2280,14,0,8338,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,23,0,650,0,0,0,0,14,0,30,3,40,0,0,0,0,17,0,0,0,0,0,0,200,0,6209,1185,107,0,0,0,0,9,0,0,0,0,0,0,508,0,0,40,0,406,0,0,36,7,12,0,291,0,0,0,0,0,9,0,0,0,16,0,312,0,0,0,0,0,39,0,0,0,0,0,0,0,32,0,441,0,0,0,0,296,0,0,0,326,0,0,0,61,0,0,0,0,0,124,1829,0,31,0,614,0,0,0,0,0,40,0,19,0,13411,0,0,0,0,0,432,15,0,0,4209,5,16,21,23,0,0,0,0,0,517,0,0,0,0,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,1809,5189,0,0,0,0,0,0
401,401,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN15","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011FC",0,0,11,0,0,0,0,0,0,0,0,0,0,22,0,0,1950,0,164,0,0,0,0,0,0,289,0,0,0,76,0,0,0,0,0,12,0,694,0,252,0,0,0,151,53,0,0,362,0,11,0,8,0,0,0,0,0,0,926,0,1271,4637,20,5,0,0,0,165,0,0,0,0,0,0,491,0,0,0,37,773,0,0,0,0,0,0,63,0,112,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,144,0,0,0,0,368,0,0,0,0,5,366,0,1467,0,1568,0,0,0,0,0,0,40,0,0,11424,0,14,0,0,0,29,125,0,0,864,43,0,0,41,0,0,0,0,0,1693,0,0,0,0,0,0,0,973,92,27,0,0,0,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,19,0,4638,10956,0,0,0,0,0,7
402,402,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE15","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011CB",0,0,20,0,0,15,0,0,261,0,11,0,0,594,0,0,7924,0,1222,0,0,0,0,11,0,3,0,0,0,102,0,0,0,0,0,126,0,858,0,139,0,0,0,0,0,0,0,1507,0,7,0,11,0,0,9,0,0,0,67,0,3585,2777,0,250,0,0,0,0,0,2,0,0,0,0,359,0,0,0,0,31,0,0,35,0,79,4,127,0,6,0,0,0,4362,0,0,0,2475,0,24,0,0,30,0,0,319,0,0,0,0,0,755,0,0,0,0,0,2,0,0,1999,0,0,83,140,0,0,0,0,130,0,0,0,0,0,468,0,441,0,459,0,0,0,0,0,0,20,10,0,20316,0,0,0,0,0,0,489,0,0,67,824,0,0,259,0,0,0,0,0,2963,0,0,0,0,12,5,0,1655,21,0,0,0,0,49,0,0,26,0,77,0,0,0,0,0,0,0,56,0,0,0,0,0,0,9,0,1438,4966,0,0,0,0,0,0
403,403,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE15","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR010B",0,0,0,0,0,0,0,0,0,0,18,0,0,894,0,0,3291,0,3337,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,10,0,4629,0,0,0,0,0,0,64,48,15,4414,10,369,0,5,0,0,17,8,0,0,187,0,1603,559,68,0,0,0,0,2391,0,13,0,0,33,0,591,0,0,14,0,229,0,0,311,12,526,27,571,16,0,0,0,0,715,0,0,0,2454,0,429,10,83,0,12,0,10,0,0,0,0,0,9,0,599,0,2122,0,96,0,0,2167,0,0,46,72,18,153,0,0,0,0,0,0,0,4,686,0,13598,0,2035,4,0,0,0,0,71,687,8,0,8189,0,0,0,284,0,100,103,0,3022,1463,632,35,31,384,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4078,5238,0,0,0,0,0,0
404,404,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE15","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011F",0,0,423,0,0,0,0,0,0,0,0,0,0,323,16,0,580,0,203,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,79,0,0,0,0,0,0,8,5,0,262,0,9,0,94,0,0,0,0,0,0,27,0,2264,426,48,3,0,0,0,0,0,2,0,0,0,0,25,0,0,0,0,431,0,0,78,0,79,0,3,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,10,82,0,0,0,0,0,0,0,0,0,0,46,0,0,2424,0,0,0,0,0,26,0,0,55,0,0,0,0,11,428,0,436,0,537,0,0,0,0,0,0,31,0,0,14819,0,8,0,0,0,315,0,0,0,802,0,0,12,384,0,0,0,0,0,261,0,0,161,0,0,0,0,15814,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,161,0,1581,33274,0,0,0,0,0,0
406,406,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE15","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR010DF",0,0,25,0,0,0,0,0,0,0,0,0,0,107,52,0,944,0,82,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,66,0,67,0,119,0,0,0,18,0,0,0,10337,5,0,0,0,0,0,0,0,0,0,89,0,4791,1372,0,0,0,0,0,0,0,0,0,0,0,0,294,0,4,0,0,82,0,16,39,0,0,0,84,0,0,0,0,0,0,0,0,0,616,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,20,0,0,0,0,148,0,0,0,22,0,0,0,0,223,0,0,0,0,0,1125,0,471,0,3461,0,0,0,0,0,29,6,14,0,7141,11,0,0,10,0,0,0,0,0,315,0,11,0,11,0,0,0,0,0,15968,0,0,3,0,14,0,0,2471,0,10,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,529,6348,0,0,0,0,0,0
409,409,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AEX01","S","P","N",1,"S10","S10PN1","EX01","EX0","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,39.58,38.38,NA,35.77,3,1,"S1011","JTMR011T",0,0,0,0,0,0,0,0,5,0,20,0,0,609,0,0,20745,0,0,0,0,0,0,14,0,0,0,0,0,27,0,0,0,0,0,49,0,2417,0,69,0,0,0,0,0,0,26,134,0,0,0,0,0,0,0,0,0,0,6,0,2383,1439,0,0,0,0,0,236,0,0,0,0,0,0,353,0,0,0,0,0,0,0,29,0,9,0,7,0,0,0,0,0,236,0,18,0,387,0,8,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,5,0,0,2910,0,0,14,62,0,14,37,0,0,0,0,0,0,4,325,0,10,0,1228,0,0,0,0,0,0,0,375,0,6964,0,0,0,0,0,426,148,0,0,75,106,0,0,27,0,0,0,0,0,1274,0,0,0,0,18,0,0,1224,21,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,20,0,54,0,0,0,0,0,0,153,2235,0,0,0,0,37,0
410,410,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN15","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,34.3,35.34,35.08,36.19,4,1,"S1011","JTMR010DL",0,0,352,0,0,17,0,0,0,0,0,0,0,290,0,0,1265,0,44,0,0,0,0,1329,0,0,0,0,0,586,0,0,0,0,0,368,0,821,0,38,0,0,36,0,40,12,5,97,0,6,0,0,0,0,0,0,0,0,699,0,8871,2458,0,0,0,0,0,0,0,0,0,0,0,0,2306,0,0,0,0,245,0,131,39,12,196,0,197,0,0,0,0,0,98,0,0,0,78,0,157,17,0,0,0,0,22,0,0,0,0,0,10,0,5,0,540,0,112,0,0,828,0,0,12,11,0,0,0,0,0,0,0,0,0,28,1868,0,178,0,5564,0,0,0,0,0,70,0,0,0,24189,0,83,0,29,0,58,33,0,0,751,97,16,0,613,0,0,0,0,0,6668,0,0,0,0,0,0,0,410,141,106,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1395,9462,0,0,0,0,0,0
411,411,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN15","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,36.04,NA,37.23,35.81,3,1,"S911","JTMR011DE",0,0,43,0,115,0,0,0,0,0,304,0,0,3039,0,0,3098,0,56,0,0,0,21,0,0,0,0,0,0,130,0,0,0,0,3,101,0,3758,0,201,0,0,0,0,0,0,135,971,0,0,1655,75,0,0,0,0,0,0,8,0,14551,365,0,8,0,0,0,734,0,14,0,0,0,0,485,0,26,0,0,11,0,0,129,0,74,15,150,0,0,0,0,0,25,0,0,0,886,0,141,0,22,46,0,0,145,0,171,0,0,0,339,0,4,0,0,0,0,0,0,1448,0,0,89,375,0,29,9,0,132,0,0,0,0,0,2959,0,70,0,757,0,0,0,0,0,0,13,13,0,11853,18,29,0,0,0,49,616,0,0,319,129,0,6,206,0,0,0,0,0,24,0,29,0,0,0,0,0,1623,48,0,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,0,74,0,151,0,0,0,0,9,0,1062,5995,0,0,0,0,0,7
412,412,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN15","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR010EW",0,0,13,0,0,0,0,0,0,0,0,0,0,1320,0,0,1311,0,6,0,0,0,0,255,0,7,0,0,0,20,0,0,0,0,0,140,0,580,0,541,0,0,7,0,302,0,0,3073,0,0,0,10,0,0,0,55,0,0,314,0,3975,1595,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,401,0,0,79,25,139,0,532,0,0,0,0,0,112,0,0,0,379,0,59,0,0,0,8,0,395,0,137,0,0,0,0,0,6,0,293,0,0,0,0,79,0,0,14,5547,0,158,0,4,519,0,0,0,0,43,412,0,9,0,903,0,0,0,0,0,263,0,0,0,6698,11,10,0,34,0,5,42,0,0,150,0,15,0,24,0,0,0,0,0,95,0,0,0,0,31,0,0,2448,132,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,186,0,186,0,0,0,0,30,0,5855,8347,0,0,0,0,0,0
413,413,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE15","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010CE",0,0,131,0,5,0,0,0,0,0,0,0,0,195,0,0,678,0,164,0,0,0,0,13,0,0,0,0,0,1515,0,0,0,0,0,893,0,4080,0,5,0,0,0,0,0,685,3,313,8,130,49,0,0,0,8,28,0,0,10,0,3649,186,0,0,0,17,0,39,0,0,0,0,0,0,869,0,0,0,0,0,0,0,9,0,498,0,10,0,0,0,0,0,552,0,0,0,8505,0,11,1523,7,0,0,0,13,0,0,0,0,0,0,0,90,0,123,0,341,0,0,3613,0,0,55,423,0,0,0,0,15,0,0,0,0,0,334,0,1001,0,1109,0,0,0,0,0,19,18,198,0,9292,0,0,0,0,0,88,1258,0,0,2,155,10,7,1608,0,0,0,0,0,1717,0,0,0,0,0,0,0,1240,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,28,0,0,0,0,0,0,784,21843,0,0,0,0,0,0
