"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Acarosporales","Acrospermales","Agaricales","Agaricostilbales","Archaeosporales","Atheliales","Auriculariales","Basidiobolales","Boliniales","Botryosphaeriales","Caliciales","Candelariales","Cantharellales","Capnodiales","Chaetosphaeriales","Chaetothyriales","Chytridiales","Coniochaetales","Corticiales","Cystobasidiales","Cystobasidiomycetes_ord_Incertae_sedis","Cystofilobasidiales","Diaporthales","Diversisporales","Dothideales","Dothideomycetes_ord_Incertae_sedis","Entorrhizales","Entylomatales","Erysiphales","Erythrobasidiales","Eurotiales","Filobasidiales","Geastrales","Geminibasidiales","Gigasporales","Glomerales","Glomerellales","GS05","GS11","Harpochytriales","Helotiales","Holtermanniales","Hymenochaetales","Hypocreales","Lecanorales","Leucosporidiales","Lichenostigmatales","Lobulomycetales","Magnaporthales","Melanosporales","Microascales","Microbotryomycetes_ord_Incertae_sedis","Microstromatales","Microthyriales","Mortierellales","Mucorales","Mycocaliciales","Myriangiales","Myrmecridiales","Mytilinidiales","Olpidiales","Onygenales","Orbiliales","Ostropales","Pezizales","Pezizomycotina_ord_Incertae_sedis","Phaeomoniellales","Phomatosporales","Platygloeales","Pleosporales","Polyporales","Rhizophlyctidales","Rhizophydiales","Rhytismatales","Russulales","Saccharomycetales","Sebacinales","Sordariales","Sordariomycetes_ord_Incertae_sedis","Spizellomycetales","Sporidiobolales","Taphrinales","Teloschistales","Thelebolales","Thelephorales","Trechisporales","Tremellales","Tremellodendropsidales","Trichosphaeriales","Trichosporonales","Tubeufiales","Umbelopsidales","unidentified","unspecified_Agaricomycetes","unspecified_Ascomycota","unspecified_Basidiobolomycota","unspecified_Basidiomycota","unspecified_Chytridiomycota","unspecified_Cystobasidiomycetes","unspecified_Dothideomycetes","unspecified_Eurotiomycetes","unspecified_Fungi","unspecified_Glomeromycota","unspecified_Leotiomycetes","unspecified_Microbotryomycetes","unspecified_Orbiliomycetes","unspecified_Sordariomycetes","unspecified_Tremellomycetes","Urocystidales","Ustilaginales","Venturiales","Verrucariales","Wallemiales","Xylariales"
313,313,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE14",4,1,2,2.7,1.113,74,NA,"S","P","E",1,"S09","S09PE1","S09PE1","S09","PE",1,2,2.9,1.117,73,NA,"4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,37.11,NA,1,0,"S901","JTMR010CY",0,0,10666,0,0,0,0,0,0,24,0,0,1373,3026,0,1007,0,984,0,11,0,41,99,89,446,9,0,0,0,34,1799,1078,0,0,0,33,69,0,0,16,1891,0,0,4165,0,29,1416,0,32,0,327,0,0,0,589,182,0,0,0,0,28,212,477,0,6671,0,0,0,0,59791,14,154,30,0,0,0,0,7484,0,77,0,0,0,174,0,0,1303,0,0,0,0,0,806,17,590,10,0,10,0,0,0,8867,0,36,0,0,200,112,0,0,6,0,0,714
314,314,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE14",4,1,2,5.9,1.176,80,NA,"S","S","E",1,"S09","S09SE1","S09SE1","S09","SE",1,2,6.3,1.19,80,NA,"4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010EV",0,0,98,0,0,0,679,0,0,56,0,0,174,1991,0,1813,0,16033,0,0,0,0,0,120,599,0,0,0,0,0,739,838,0,0,0,430,0,7,0,0,1997,0,0,688,0,0,1312,0,11,0,0,0,0,0,344,48,0,0,0,0,314,79,686,0,2555,0,0,0,0,17528,11,64,17,0,0,0,0,1107,0,67,0,10,0,13,0,0,248,0,0,0,0,0,62,2643,605,0,15,5,0,0,0,1128,0,12,0,0,159,60,0,0,0,0,0,84
316,316,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN14",4,2,1,4.4,1.149,77,9,"S","P","N",1,"S08","S08PN1","S08PN1","S08","PN",2,1,4.4,1.149,77,9,"4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,33.36,33.64,33.54,34.29,4,1,"S811","JTMR010AE",0,0,472,3,0,0,0,0,0,0,0,0,28,3450,0,402,15,0,0,15,0,0,2,15,21,57,4,0,0,0,4509,795,0,143,0,23,86,0,0,0,789,0,0,1892,0,0,0,26,0,0,3825,0,0,0,296,64,0,0,0,0,12,1593,17,0,4738,0,0,0,0,30767,0,202,2,0,0,0,0,3515,0,345,7,0,0,3188,0,0,219,0,0,0,0,0,690,12,338,0,3,26,0,0,8,696,0,63,0,0,24,40,0,5,13,0,0,2210
317,317,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN14",4,1,1,6.5,1.19,67,8,"S","S","N",1,"S08","S08SN1","S08SN1","S08","SN",1,1,5.3,1.169,73,8,"4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR011AF",0,0,70,0,14,0,0,0,0,11,0,0,0,46,0,710,0,248,0,0,0,0,0,83,0,12,10,0,0,0,5385,38,0,82,0,899,0,0,0,0,209,0,0,1064,0,0,5,0,0,0,617,0,0,0,0,33,0,0,0,0,0,2236,575,0,1811,0,0,0,0,15212,0,5,0,0,0,0,0,10720,0,23,0,0,0,774,0,0,10,0,0,0,0,0,553,28,855,0,4,0,12,0,0,427,25,39,0,0,152,0,0,0,0,0,0,566
318,318,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE14",4,1,1,1.9,1.094,79,NA,"S","P","E",1,"S10","S10PE1","S10PE1","S10","PE",1,1,2.9,1.117,79,NA,"4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,28.38,29.07,29.42,29.41,4,1,"S1001","JTMR011EG",0,0,162,0,0,0,0,0,0,8,0,0,0,717,0,367,0,1249,0,0,0,0,0,4,49,143,0,0,0,0,7833,296,13,0,0,42,98,0,0,0,2310,0,0,1463,0,0,73,0,0,0,8015,0,0,0,0,57,0,0,0,0,0,5016,15,0,10485,57,0,0,0,11201,0,0,0,0,0,17,0,3177,0,13,0,0,0,1760,0,0,61,0,0,0,0,0,264,235,859,0,0,0,0,5,0,105,0,282,0,0,48,0,0,0,48,0,0,1323
319,319,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN14",4,0,0,2.8,1.111,81,7,"S","P","N",1,"S07","S07PN1","S07PN1","S07","PN",0,0,2.8,1.111,80,7,"4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010AV",0,0,625,0,0,0,1132,0,0,0,0,0,107,8704,0,479,0,5794,8,0,0,11,0,0,228,55,0,0,0,0,4494,1389,51,0,0,0,219,0,0,0,1830,0,0,1766,0,0,513,0,0,7,1012,0,0,0,1630,494,0,0,0,0,0,2464,24,0,1582,0,0,0,0,19349,0,149,32,0,0,0,0,13521,0,145,282,6,0,1810,0,0,1348,0,3,0,0,0,575,139,1920,0,14,5,0,30,0,2263,0,123,0,0,287,0,0,0,69,0,0,84
320,320,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE14",4,0,0,6.5,1.19,80,7,"S","S","N",1,"S07","S07SN1","S07SE1","S07","SN",0,0,7.8,1.212,82,7,"4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010EG",0,0,2013,0,0,0,0,0,0,19,0,0,169,2267,0,3531,0,996,0,0,0,9,33,85,181,0,0,0,0,0,5003,1887,24,0,0,262,0,0,0,17,1638,0,0,1840,0,0,200,6,0,0,0,0,0,0,857,52,0,0,6,0,9,576,815,0,2642,0,0,0,0,22112,63,34,11,0,0,0,0,1499,0,64,0,0,0,940,0,0,324,0,3,0,0,0,442,759,2564,0,6,71,0,10,0,1126,12,64,0,0,76,23,0,0,0,0,0,473
321,321,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN14",4,1,1,6.1,1.182,67,NA,"C","P","N",1,"C01","C01PN1","C01PN1","C01","PN",1,1,6.1,1.182,67,NA,"4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010CZ",0,0,167,0,0,0,0,0,0,51,9,0,121,24095,0,1267,39,1016,0,0,0,379,0,49,5014,33,0,34,0,0,4106,4848,0,0,0,152,0,0,0,18,5098,21,0,2946,0,30,289,0,0,0,1780,0,0,0,1457,336,0,0,0,0,19,1465,275,0,1744,129,0,0,0,33377,0,224,51,0,0,12,0,10575,0,202,0,3,0,355,0,0,686,0,0,6,0,0,508,0,447,5,4,535,0,112,0,2852,0,36,0,0,0,344,0,0,60,0,0,61
322,322,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN14",4,1,1,9.2,1.241,70,NA,"C","S","N",1,"C01","C01SN1","C01SN1","C01","SN",1,1,8.7,1.229,71,NA,"4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR011CN",0,0,918,5,0,0,0,0,0,17,0,0,301,3369,0,3208,0,869,0,25,0,0,0,178,266,5,0,0,0,0,1848,735,0,0,0,134,7,0,0,0,9496,30,0,1324,0,3,655,0,0,0,3,0,0,0,0,251,32,0,0,0,0,725,2150,0,1999,0,0,0,0,41640,0,44,0,0,0,6,0,2670,0,82,0,10,0,515,0,0,1059,0,0,0,0,0,355,152,1081,0,11,8,0,38,0,5555,0,602,0,0,78,0,0,0,0,0,4,237
323,323,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE14",4,1,1,17.3,1.374,66,NA,"C","P","E",1,"C01","C01PE1","C01PE1","C01","PE",1,1,8.6,1.233,66,NA,"4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR011BC",0,0,125,0,0,0,0,0,0,4,0,0,4,2491,0,1590,0,3354,0,7,0,0,14,0,181,12,0,0,0,0,8985,212,0,0,0,0,10,0,0,0,882,6,0,4229,0,22,174,0,0,0,6173,0,0,0,0,254,0,0,0,0,0,17634,4,0,40,0,0,0,0,9211,0,95,0,0,0,0,0,3396,107,11,0,0,0,2219,0,5,248,0,0,37,0,0,23,11,198,0,0,0,0,100,0,37,0,234,0,0,33,0,0,0,0,0,0,56
324,324,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN14",4,1,1,2.7,1.112,73,NA,"C","P","N",1,"C05","C05PN1","C05PN1","C05","PN",1,1,2.7,1.112,73,NA,"4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,35.7,36.29,NA,NA,2,0,"C511","JTMR011CL",0,0,1368,0,0,0,0,0,0,10,0,0,30,2548,0,1265,0,702,0,0,0,0,0,10,126,0,0,0,0,0,2893,306,0,0,0,49,19,0,0,0,915,0,0,3670,0,5,71,0,0,0,76,0,0,0,0,86,0,0,0,0,0,130,127,0,6956,0,0,0,0,49034,0,12,0,0,0,0,0,814,0,17,0,0,0,507,0,0,358,0,0,0,0,0,130,43,190,0,0,21,0,18,0,909,0,1363,0,0,19,0,0,0,2,0,0,45
325,325,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN14",4,0,0,5.4,1.172,70,NA,"C","S","N",1,"C05","C05SN1","C05SN1","C05","SN",0,0,5.4,1.172,70,NA,"4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR010BN",0,0,23,0,3,0,0,4,0,110,0,0,68,1543,0,1581,6,195,0,0,0,6,0,34,303,0,0,0,0,0,873,894,0,0,0,252,14,0,0,23,3452,0,0,2065,0,11,140,0,0,0,8,0,0,0,151,8,0,0,0,0,73,6,325,0,1723,0,0,0,0,18642,4,151,9,0,0,0,0,1877,0,103,0,0,0,133,0,0,137,0,0,0,6,0,1351,625,967,0,0,13,0,874,7,1676,0,98,0,0,100,0,0,0,18,0,0,291
326,326,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE14",4,1,2,2.95,1.119,76,NA,"C","P","E",1,"C05","C05PE1","C05PE1","C05","PE",1,2,2.95,1.119,73,NA,"4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011EN",0,0,1469,0,0,0,0,0,0,5,0,0,9,10328,0,430,0,6073,0,75,0,0,0,10,1372,11,0,0,0,0,1838,389,0,0,0,29,3402,0,0,0,613,57,0,3126,0,4,428,0,0,11,120,0,0,0,0,6,0,0,0,0,0,273,149,0,2430,0,0,0,0,26243,0,145,0,0,0,0,0,7503,0,26,0,0,0,214,0,0,3313,0,0,0,0,0,23,18,215,14,5,0,0,0,0,879,0,33,0,0,0,0,0,0,4,0,7,37
327,327,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE14",4,1,2,5.8,1.181,75,NA,"C","S","E",1,"C05","C05SE1","C05SE1","C05","SE",1,2,5.8,1.181,74,NA,"4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011DY",0,0,663,0,6,0,0,0,0,2185,0,0,74,5471,0,1444,0,2947,0,0,0,0,0,177,5645,0,0,0,0,0,740,64,0,0,0,124,0,0,0,0,704,0,0,475,0,18,4174,0,289,0,0,0,0,0,0,0,0,4,0,0,0,134,1014,0,1423,0,7,0,0,29099,0,192,0,0,0,0,0,947,0,31,0,0,0,16,0,0,678,0,0,0,0,0,152,0,544,0,0,0,0,94,0,385,0,18,0,0,252,0,0,0,0,0,0,70
329,329,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE14",4,1,2,NA,NA,76,NA,"C","P","E",1,"C08","C08PE1","C08PE1","C08","PE",1,2,NA,NA,76,NA,"4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010ES",0,0,181,24,0,0,0,0,0,43,0,0,22,7723,0,464,0,573,44,0,0,9,0,10,540,0,0,0,0,0,7769,346,0,11,0,16,46,0,0,3,449,19,0,3760,0,0,206,0,0,0,14,0,0,12,252,19,0,0,0,0,6,73,362,0,344,0,0,0,0,20253,0,317,0,0,0,0,0,7110,54,60,11,0,0,121,0,0,596,0,0,0,0,0,168,32,218,0,13,7,0,17,0,526,0,0,0,0,25,0,0,0,0,0,0,23
330,330,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE14",4,1,1,NA,NA,79,NA,"C","S","E",1,"C08","C08SE1","C08SE1","C08","SE",1,1,NA,NA,80,NA,"4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR011DU",0,0,916,0,0,0,0,0,0,14,0,0,0,297,0,2030,0,2159,0,0,0,0,0,222,152,0,0,0,0,0,7934,56,9,0,0,380,23,0,0,0,1016,0,0,1980,0,0,393,0,0,0,25,0,0,0,0,28,0,0,0,0,0,561,876,0,1617,6,0,0,0,46208,26,0,0,0,0,0,0,5861,8,12,0,0,0,215,0,0,68,0,0,0,0,0,903,0,672,0,0,0,0,9,0,699,0,130,0,0,36,0,0,0,0,0,0,100
331,331,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN14",4,0,0,NA,NA,86,NA,"C","S","N",1,"C07","C07SN1","C07SN1","C07","SN",0,0,NA,NA,86,NA,"4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR010CQ",0,0,175,0,4,0,0,0,0,40,0,0,345,1081,0,1677,13,1243,0,8,0,58,0,226,100,0,0,0,0,0,3862,2261,0,0,0,787,11,0,0,23,1868,0,0,668,0,25,133,5,0,0,0,0,0,0,1096,0,0,0,0,0,70,158,3026,0,6294,0,0,0,0,50023,0,61,19,0,0,0,0,2397,0,414,0,0,0,237,0,0,1202,0,0,0,0,0,959,2268,2415,7,0,8,0,0,0,2206,0,152,0,0,96,14,0,0,0,0,0,140
332,332,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE14",4,1,3,NA,NA,75,NA,"C","P","E",1,"C07","C07PE1","C07PE1","C07","PE",1,3,NA,NA,75,NA,"4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010FB",0,0,813,51,0,0,24,0,0,23,0,0,51,2822,0,1277,0,2030,11,10,0,26,0,51,125,754,0,0,0,0,1812,189,0,3,0,245,12,2,0,5,1412,0,0,3468,0,67,85,0,11,0,505,0,0,300,854,317,0,0,0,0,18,1245,1064,0,1167,0,0,0,0,20856,31,82,57,0,0,0,0,16880,51,99,0,0,0,369,0,0,86,153,0,0,0,0,972,0,974,3,25,126,0,1331,0,1308,0,74,0,0,337,0,0,0,5,0,0,91
334,334,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE14",4,1,1,14.9,1.339,74,NA,"C","S","E",1,"C01","C01SE1","C01SE1","C01","SE",1,1,14.4,1.338,74,NA,"4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010EK",0,0,5716,0,0,0,0,0,0,32,0,0,175,503,0,2042,0,922,0,0,0,0,0,12,109,0,0,0,0,0,2783,278,0,0,0,88,16,0,0,0,464,17,0,1720,0,18,202,0,0,0,0,0,0,0,141,7,0,0,0,0,96,268,1474,0,3948,0,0,0,2,17154,0,152,32,0,0,0,0,1442,0,229,0,0,0,143,0,0,77,0,0,0,0,0,262,71,942,0,8,0,0,2516,0,3790,0,0,0,0,118,22,0,0,0,0,0,79
337,337,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN14",4,1,1,8.8,1.229,82,NA,"C","S","N",1,"C06","C06SN1","C06SN1","C06","SN",1,1,11.2,1.273,85,NA,"4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010DT",0,0,177,0,0,0,0,0,0,0,0,0,95,166,0,1538,0,244,26,0,0,0,21,247,0,0,0,0,0,0,2119,57,0,0,0,506,0,0,0,10,1396,0,0,856,0,0,15,0,4,0,0,0,0,0,822,68,0,0,0,0,24,265,1510,0,4247,0,0,0,0,6959,0,141,6,0,0,0,0,914,0,527,0,0,0,164,0,0,5,0,0,0,0,0,157,173,1464,30,0,14,0,9,0,491,0,0,0,0,47,0,0,0,0,0,5,254
338,338,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN14",4,1,2,8.9,1.239,83,NA,"C","P","N",1,"C06","C06PN1","C06PN1","C06","PN",1,3,8.9,1.239,83,NA,"4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010AT",0,0,1552,0,0,0,0,0,0,60,0,0,9,7748,0,1018,0,3144,0,0,0,39,3,0,125,106,0,0,0,0,1388,748,0,0,0,0,91,0,0,5,514,93,0,3540,0,32,45,0,0,5,285,0,0,0,389,7,0,0,0,0,4,770,30,0,14783,42,0,0,0,34376,0,285,78,0,0,2,0,5912,0,355,0,0,0,480,0,0,1017,0,8,0,0,0,4065,0,1876,0,0,150,0,68,0,3846,0,79,0,0,8,12,0,0,0,0,0,76
339,339,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE14",4,1,2,4.1,1.142,75,NA,"C","S","E",1,"C06","C06SE1","C06SE1","C06","SE",1,1,7.1,1.197,75,NA,"4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011AB",0,0,312,0,0,0,0,0,0,0,0,0,0,2857,0,947,0,3359,0,0,0,0,461,4,985,0,0,0,0,0,8527,92,0,0,0,65,107,0,0,0,2296,5,0,1869,0,32,87,0,0,0,31,0,0,0,0,25,0,0,0,0,0,1109,520,0,401,0,0,0,0,19033,0,76,0,0,0,0,0,7416,0,43,0,0,0,176,0,0,89,0,0,0,0,0,168,0,1065,0,7,0,0,70,0,9795,0,193,0,0,455,0,0,0,0,0,11,2778
340,340,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN14",4,0,0,3.1,1.119,85,NA,"C","P","N",1,"C08","C08PN1","C08PN1","C08","PN",1,2,3.1,1.12,86,NA,"4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,35.28,35.2,36.95,NA,3,1,"C811","JTMR010BF",0,0,105,0,0,0,0,0,0,49,0,0,17,2294,0,295,0,104,0,0,0,16,0,0,141,169,0,0,0,0,6513,775,0,0,0,252,157,0,0,0,257,0,0,1862,0,15,523,0,0,0,4736,0,0,0,498,276,0,0,0,0,5,4213,79,0,2206,0,0,0,0,14843,0,153,13,0,0,3,0,9853,0,139,0,0,15,4354,0,0,85,0,0,0,0,0,306,834,1723,2,18,4,0,31,112,313,0,270,0,0,79,9,0,0,47,0,0,505
341,341,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN14",4,0,0,NA,NA,57,NA,"S","P","N",1,"S06","S06PN1","S06PN1","S06","PN",1,1,NA,NA,59,NA,"4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011CH",0,0,2009,0,0,0,0,0,0,0,0,0,241,3588,0,425,0,253,0,0,0,0,0,0,56,0,0,0,0,0,2664,352,0,0,0,26,43,0,0,0,9123,0,0,1140,0,0,61,0,0,0,53,0,0,0,0,46,0,0,0,0,0,330,23,0,4779,7,0,0,0,41185,0,68,0,0,0,0,0,4007,0,137,11,0,0,1521,0,0,375,0,0,0,0,0,210,0,565,0,0,34,0,0,0,943,0,173,0,0,21,0,0,0,29,0,0,310
342,342,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN14",4,1,1,NA,NA,60,NA,"S","S","N",1,"S06","S06SN1","S06SN1","S06","SN",1,1,NA,NA,60,NA,"4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011AJ",0,0,100,0,4,0,79,0,0,0,0,0,32,70,0,780,0,280,0,0,0,0,0,263,0,6,0,0,0,0,3357,60,0,0,0,279,0,0,0,0,564,0,0,247,0,0,52,0,0,0,14,0,0,0,0,0,0,0,0,0,0,534,30,0,1624,0,0,0,0,34464,0,0,0,0,0,0,0,3437,0,0,0,0,0,122,0,0,0,0,0,0,0,0,274,0,919,0,2,0,0,0,0,679,41,62,0,0,0,0,0,0,0,0,0,193
344,344,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE14",4,0,0,NA,NA,60,NA,"S","P","E",1,"S06","S06PE1","S06PE1","S06","PE",0,0,NA,NA,61,NA,"4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,34.82,35.07,34.88,35.02,4,1,"S601","JTMR011DI",0,0,383,0,0,0,0,0,0,10,0,0,7,768,0,594,0,1075,0,0,0,0,0,15,48,0,0,0,0,0,3989,497,23,0,0,0,752,0,0,0,874,0,0,1061,0,0,30,0,0,0,435,0,0,0,0,83,0,0,0,0,0,579,7,0,5004,0,0,0,0,45620,0,32,0,0,0,0,0,2327,0,0,0,0,0,433,0,0,279,0,0,0,0,0,195,311,705,0,0,15,0,0,0,489,0,208,0,0,0,0,0,0,4,0,0,344
345,345,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE14",4,1,3,NA,NA,69,NA,"S","S","E",1,"S06","S06SE1","S06SE1","S06","SE",1,1,NA,NA,69,NA,"4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR011CT",0,0,4405,0,0,0,0,0,0,126,0,0,0,1034,0,1917,0,12197,0,9,0,0,0,0,634,0,0,0,0,0,8381,178,0,0,0,0,1063,0,0,0,366,0,0,2062,0,10,145,0,0,0,0,0,0,0,0,7057,0,0,0,0,0,0,259,0,9202,0,0,0,0,31668,0,13,0,0,0,0,0,4663,73,45,0,0,0,35,0,0,171,0,0,0,0,0,3,0,643,0,0,7,0,17,0,172,0,0,0,0,0,0,0,0,0,0,0,444
346,346,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN14",4,1,2,NA,NA,66,NA,"C","P","N",1,"C02","C02PN1","C02SN1","C02","PN",1,2,NA,NA,62,NA,"4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,NA,39.46,NA,NA,1,0,"C211","JTMR011DM",0,0,485,0,0,0,0,0,0,94,0,0,2011,2661,0,1376,0,3200,0,0,0,0,0,47,378,0,0,0,0,0,1018,145,0,0,0,341,0,0,0,0,1617,0,0,683,0,31,541,0,0,0,0,0,0,0,0,8,0,0,0,0,0,83,961,0,2331,0,0,0,0,40674,0,67,0,0,0,0,0,7783,0,4,0,0,0,12,0,0,174,0,0,0,0,0,144,8,1270,0,0,12,0,88,0,1186,0,8,0,0,11,0,0,0,0,0,0,45
347,347,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN14",4,0,0,NA,NA,65,NA,"C","S","N",1,"C02","C02SN1","C02PN1","C02","SN",0,0,NA,NA,66,NA,"4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR011AS",0,0,1694,0,0,0,4,0,0,24,3,2,59,7144,0,405,0,753,0,14,0,0,3,0,1149,3,0,0,0,0,2608,547,0,0,0,27,13,0,0,0,553,13,0,1417,0,3,225,0,0,0,639,0,0,0,0,38,0,0,0,0,0,592,62,0,7270,0,0,0,0,28897,0,121,6,0,0,0,0,20864,0,106,0,0,0,389,0,0,731,0,0,0,0,0,48,0,320,0,0,14,0,119,0,435,0,117,0,0,24,0,0,0,0,0,0,27
348,348,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE14",4,1,2,NA,NA,71,NA,"C","S","E",1,"C02","C02SE1","C02SE1","C02","SE",1,2,NA,NA,70,NA,"4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR010FC",0,0,246,0,0,0,0,0,0,0,0,0,216,3077,0,849,0,2532,0,0,0,4,9,43,239,0,0,0,0,0,657,612,0,0,0,221,0,0,0,4,10887,57,0,2704,0,7,82,0,4,0,0,0,0,0,93,48,0,0,0,0,38,254,533,0,2548,0,0,0,14,26457,0,33,8,0,0,0,0,1226,0,492,0,0,0,358,0,0,535,0,0,0,0,0,21,13,841,0,20,10,0,20,0,1376,0,70,0,0,157,68,0,0,0,0,0,18
