"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Absidia_koreana","Acarospora_americana","Acericola_italica","Acremonium_acutatum","Acremonium_alternatum","Acremonium_charticola","Acremonium_exuviarum","Acremonium_fusidioides","Acremonium_persicinum","Acremonium_pilosum","Acremonium_pinkertoniae","Acremonium_polychromum","Acremonium_rutilum","Acremonium_sclerotigenum","Acrodontium_luzulae","Actinomucor_elegans","Agaricus_argenteus_subsp._annetteae","Agaricus_bisporus","Agaricus_deserticola","Agaricus_pseudolutosus","Agaricus_taeniatus","Agrocybe_arvalis","Agrocybe_pusiola","Ajellomyces_crescens","Alternaria_alternata","Alternaria_calendulae","Alternaria_metachromatica","Amanita_prairiicola","Amauroascus_kuehnii","Amauroascus_volatilis-patellis","Amphosoma_persooniae","Aphanoascus_canadensis","Archaeospora_schenckii","Archaeospora_trappei","Arcuadendron_ovatum","Arthrobotrys_brochopaga","Arthrocladium_tardum","Arthroderma_ciferrii","Arthroderma_lenticulare","Arthroderma_melis","Arthroderma_redellii","Arthrographis_kalrae","Articulospora_proliferata","Ascosphaera_aggregata","Ascotricha_guamensis","Aspergillus_ambiguus","Aspergillus_candidus","Aspergillus_collinsii","Aspergillus_crustosus","Aspergillus_hiratsukae","Aspergillus_leucocarpus","Aspergillus_micronesiensis","Aspergillus_monodii","Aspergillus_penicillioides","Aspergillus_ruber","Aspergillus_subsessilis","Aspergillus_subversicolor","Aspergillus_tamarii","Athelia_pyriformis","Atrocalyx_lignicola","Aureobasidium_pullulans","Auxarthron_alboluteum","Auxarthron_californiense","Auxarthron_thaxteri","Auxarthron_umbrinum","Basidioascus_persicus","Bezerromyces_brasiliensis","Bimuria_novae-zelandiae","Biscogniauxia_mediterranea","Blastobotrys_adeninivorans","Blastobotrys_nivea","Blastobotrys_proliferans","Blastomyces_helicus","Blumeria_graminis","Buckleyzyma_salicina","Bulbithecium_hyalosporum","Bullera_unica","Byssomerulius_corium","Calvatia_cyathiformis","Candelaria_pacifica","Candida_friedrichii","Catenulomyces_convolutus","Catenulostroma_elginense","Catenulostroma_hermanusense","Cephalotrichum_stemonitis","Cercophora_mirabilis","Chaetomium_grande","Chaetomium_strumarium","Chalara_heteroderae","Cheilymenia_stercorea","Chrysosporium_carmichaelii","Chrysosporium_lobatum","Chrysosporium_pilosum","Chrysosporium_pseudomerdarium","Chrysosporium_sulfureum","Chrysosporium_undulatum","Chrysosporium_vallenarense","Circinella_angarensis","Cladorrhinum_flexuosum","Cladorrhinum_foecundissimum","Clarireedia_bennettii","Claroideoglomus_claroideum","Claroideoglomus_drummondii","Claroideoglomus_etunicatum","Claroideoglomus_walkeri","Clonostachys_rosea","Comoclathris_italica","Comoclathris_spartii","Coniocessia_maxima","Coniochaeta_canina","Coniochaeta_decumbens","Coniochaeta_gigantospora","Coniochaeta_polymorpha","Coniosporium_apollinis","Coniothyrium_multiporum","Conocybe_dumetorum","Conocybe_fuscimarginata","Conocybe_mesospora","Conocybe_moseri","Conocybe_rostellata","Conocybe_tenera","Constantinomyces_minimus","Constantinomyces_nebulosus","Coprinellus_curtus","Coprinellus_flocculosus","Coprinellus_pallidus","Coprinellus_sabulicola","Coprinopsis_cinerea","Coprinopsis_patouillardii","Coprinopsis_villosa","Coprinus_phaeopunctatus","Cordyceps_bassiana","Cryptococcus_cuniculi","Cryptococcus_uniguttulatus","Cryptocoryneum_pseudorilstonei","Cunninghamella_binariae","Cutaneotrichosporon_cutaneum","Cyathicula_culmicola","Cyrenella_elegans","Cystobasidium_pallidum","Cystobasidium_pinicola","Cystofilobasidium_macerans","Cytospora_prunicola","Dactylonectria_macrodidyma","Darksidea_epsilon","Dematiopleospora_salsolae","Devriesia_americana","Diaporthe_toxica","Diatrypella_heveae","Diatrypella_iranensis","Dichotomopilus_erectus","Didymella_exigua","Didymella_fabae","Diehliomyces_microsporus","Dioszegia_changbaiensis","Diversispora_aurantium","Dominikia_iranica","Dothiorella_santali","Edenia_gomezpompae","Elasticomyces_elasticus","Emmonsiellopsis_coralliformis","Endocarpon_pusillum","Endoconidioma_populi","Endoconidiophora_rufipennis","Entoloma_graphitipes_f._cystidiatum","Entoloma_phaeocarpum","Entoloma_phaeocyathus","Entoloma_vindobonense","Entyloma_cosmi","Eremomyces_bilateralis","Erythrobasidium_hasegawianum","Evernia_prunastri","Exophiala_crusticola","Exophiala_xenobiotica","Exserohilum_rostratum","Filobasidium_wieringae","Fimicolochytrium_jonesii","Flavomyces_fulophazii","Funneliformis_mosseae","Fusarium_chlamydosporum","Fusarium_delphinoides","Fusarium_domesticum","Fusarium_oxysporum","Fusarium_solani","Fusarium_sublunatum","Fusicladium_fagi","Gaertneriomyces_semiglobifer","Gaeumannomyces_radicicola","Gallowayella_poeltii","Gamsia_simplex","Geastrum_campestre","Geastrum_floriforme","Geastrum_hungaricum","Geastrum_triplex","Geastrum_xerophilum","Gelidatrema_spencermartinsiae","Geminibasidium_donsium","Geminibasidium_hirsutum","Gibberella_tricincta","Gibberella_zeae","Gibellulopsis_chrysanthemi","Gibellulopsis_piscis","Glarea_lozoyensis","Glomus_macrocarpum","Gymnascella_nodulosa","Gymnoascus_longitrichus","Gymnoascus_petalosporus","Gymnoascus_reessii","Haptocillium_balanoides","Harposporium_janus","Hazslinszkyomyces_aptrootii","Herpotrichia_juniperi","Heteroconium_triticicola","Heydenia_alpina","Hirsutella_vermicola","Hohenbuehelia_culmicola","Hohenbuehelia_ilerdensis","Hohenbuehelia_leightonii","Holtermanniella_takashimae","Homortomyces_combreti","Hormonema_macrosporum","Hormonema_viticola","Humicola_nigrescens","Hyalorbilia_juliae","Hydeomyces_desertipleosporoides","Hydropisphaera_fungicola","Hyphoderma_obtusiforme","Hyphodermella_rosae","Hyphodontia_setulosa","Iodophanus_testaceus","Karstenia_rhopaloides","Keissleriella_cirsii","Keissleriella_dactylis","Keissleriella_quadriseptata","Keissleriella_rosarum","Kluyveromyces_marxianus","Knufia_endospora","Knufia_peltigerae","Kochiomyces_dichotomus","Kraurogymnocarpa_trochleospora","Kurtzmanomyces_nectairei","Kwoniella_betulae","Lachnellula_fuscosanguinea","Laetisaria_arvalis","Lamprospora_carbonicola","Lapidomyces_hispanicus","Lecanicillium_antillanum","Lecanicillium_fusisporum","Lecanicillium_longisporum","Lecanicillium_primulinum","Lectera_longa","Lepidosphaeria_nicotiae","Lepiota_kuehneriana","Lepiota_sosuensis","Leptobacillium_leptobactrum","Leptosphaeria_etheridgei","Leptosphaeria_maculans","Leucocoprinus_cretaceus","Leucosporidium_fasciculatum","Leucothecium_emdenii","Lichtheimia_blakesleeana","Lichtheimia_corymbifera","Lichtheimia_ornata","Lichtheimia_ramosa","Limonomyces_culmigenus","Limonomyces_roseipellis","Lindtneria_flava","Lophiostoma_multiseptatum","Lophotrichus_fimeti","Macrophomina_phaseolina","Magnaporthiopsis_panicorum","Malbranchea_dendritica","Malbranchea_gypsea","Massariosphaeria_roumeguerei","Melanoleuca_humilis","Melanospora_damnosa","Meristemomyces_arctostaphylos","Metacordyceps_chlamydosporia","Metapochonia_suchlasporia","Metarhizium_anisopliae","Metarhizium_carneum","Metarhizium_marquandii","Metschnikowia_saccharicola","Microascus_micronesiensis","Microascus_paisii","Microdochium_colombiense","Microstroma_bacarum","Minimedusa_polyspora","Monascella_botryosa","Monocillium_bulbillosum","Monocillium_mucidum","Monographella_nivalis","Monosporascus_cannonballus","Monosporascus_eutypoides","Monosporascus_ibericus","Montagnula_scabiosae","Mortierella_acrotona","Mortierella_amoeboidea","Mortierella_beljakovae","Mortierella_camargensis","Mortierella_dichotoma","Mortierella_elongata","Mortierella_gemmifera","Mortierella_histoplasmatoides","Mortierella_hyalina","Mortierella_indohii","Mortierella_parvispora","Mortierella_turficola","Mucor_bacilliformis","Mucor_circinelloides","Mucor_fusiformis","Mucor_guilliermondii","Mucor_hiemalis","Mucor_lanceolatus","Mucor_racemosus","Mucor_strictus","Muriphaeosphaeria_viburni","Murispora_cicognanii","Murispora_medicaginicola","Mycena_olida","Mycenastrum_corium","Mycocalicium_victoriae","Mycosphaerella_tassiana","Myriodontium_keratinophilum","Myrothecium_roridum","Myxotrichum_chartarum","Myxotrichum_deflexum","Myxotrichum_setosum","Naganishia_albida","Naganishia_vaughanmartiniae","Nectriopsis_fuliginicola","Neocamarosporium_lamiacearum","Neocamarosporium_salicorniicola","Neocamarosporium_salsolae","Neocatenulostroma_microsporum","Neodendryphiella_michoacanensis","Neophaeococcomyces_catenatus","Neostagonospora_spinificis","Neurospora_terricola","Nigrograna_cangshanensis","Nigrosabulum_globosum","Nigrospora_oryzae","Ochroconis_tshawytschae","Octospora_leucoloma","Oidiodendron_cereale","Oliveonia_pauxilla","Olpidium_brassicae","Orbilia_asomatica","Orbilia_septispora","Orbilia_vitalbae","Ovatospora_unipora","Pacispora_scintillans","Paecilomyces_penicillatus","Panaeolus_papilionaceus","Papiliotrema_frias","Papiliotrema_laurentii","Papiliotrema_terrestris","Papulaspora_funabasensis","Paracylindrocarpon_aloicola","Paraphoma_chlamydocopiosa","Parapyrenochaeta_acaciae","Parasitella_parasitica","Parasola_lilatincta","Parastagonospora_phoenicicola","Pellidiscus_pallidus","Penicillium_adametzioides","Penicillium_bialowiezense","Penicillium_bilaiae","Penicillium_canescens","Penicillium_catenatum","Penicillium_christenseniae","Penicillium_dierckxii","Penicillium_echinulatum","Penicillium_nodositatum","Penicillium_riverlandense","Penicillium_spinulosum","Peniophora_albobadia","Perenniporia_vanhullii","Periconia_macrospinosa","Periconia_neobrittanica","Perusta_inaequalis","Peziza_ninguis","Phaeococcomyces_eucalypti","Phaeococcomyces_mexicanus","Phaeomoniella_pinifoliorum","Phaeosphaeria_tofieldiae","Phaeotheca_salicorniae","Phanerochaete_livescens","Phellorinia_herculeana","Phialemonium_globosum","Phialemonium_inflatum","Phialophora_cyclaminis","Phialophora_hyalina","Phialophora_mustea","Phlyctochytrium_africanum","Phlyctochytrium_californicum","Phlyctochytrium_reinboldtiae","Phomatospora_biseriata","Phomopsis_velata","Physcia_aipolia","Physconia_americana","Pirex_concentricus","Pithoascus_nidicola","Plectosphaerella_populi","Plenodomus_collinsoniae","Pleuroascus_nicholsonii","Pleurophoma_ossicola","Podosphaera_pannosa","Podospora_dimorpha","Podospora_inflatula","Podospora_pyriformis","Polycauliona_candelaria","Polyschema_congolense","Polyschema_sclerotigenum","Polyscytalum_algarvense","Powellomyces_hirtus","Preussia_antarctica","Preussia_flanaganii","Preussia_fleischhakii","Preussia_longisporopsis","Preussia_polymorpha","Preussia_terricola","Protomyces_inouyei","Psathyrella_fusca","Psathyrella_magnispora","Psathyrella_romellii","Pseudoarthrographis_phlogis","Pseudocoleophoma_bauhiniae","Pseudogymnoascus_roseus","Pseudolophiotrema_elymicola","Pseudopithomyces_rosae","Pseudostrickeria_rosae","Pseudotaeniolina_globosa","Pseudotricharina_lanigera","Pterula_gracilis","Purpureocillium_lavendulum","Pyrenochaeta_inflorescentiae","Pyrenochaeta_lycopersici","Pyrenophora_chaetomioides","Rachicladosporium_americanum","Ramimonilia_apicalis","Ramularia_cynarae","Retroconis_fusiformis","Rhizophagus_intraradices","Rhizophagus_irregularis","Rhizophlyctis_rosea","Rhizophydium_brooksianum","Rhizopus_arrhizus","Rhizopus_microsporus","Rhodosporidiobolus_colostri","Rhodosporidiobolus_odoratus","Saitozyma_flava","Sakaguchia_lamellibrachiae","Saksenaea_vasiformis","Sarcinomyces_crustaceus","Sarocladium_dejongiae","Sarocladium_summerbellii","Sarocladium_zeae","Saxophila_tyrrhenica","Schizothecium_carpinicola","Schizothecium_curvisporum","Schizothecium_glutinans","Scleroconidioma_sphagnicola","Septoglomus_viscosum","Shanorella_spirotricha","Simplicillium_lanosoniveum","Simplicillium_obclavatum","Solicoccozyma_terrea","Sparticola_junci","Spiromastix_princeps","Spizellomyces_dolichospermus","Spizellomyces_pseudodichotomus","Sporobolomyces_roseus","Sporormiella_intermedia","Sporormiella_megalospora","Sporormiella_vexans","Stachybotrys_aloeticola","Stachybotrys_chartarum","Striatibotrys_oleronensis","Subramaniula_asteroides","Symmetrospora_foliicola","Symmetrospora_gracilis","Syncephalastrum_racemosum","Talaromyces_brunneus","Talaromyces_marneffei","Talaromyces_phialosporus","Talaromyces_ramulosus","Talaromyces_rugulosus","Tausonia_pullulans","Tetrapisispora_fleetii","Thamnidium_elegans","Thanatephorus_cucumeris","Thecaphora_seminis-convolvuli","Thelebolus_globosus","Thielavia_basicola","Thyrostroma_cornicola","Tilachlidium_brachiatum","Torula_masonii","Tranzscheliella_hypodytes","Tricharina_hiemalis","Trichoderma_asperellum","Trichomerium_dioscoreae","Trichothecium_crotocinigenum","Trichothecium_roseum","Tulostoma_fimbriatum","Tulostoma_grandisporum","Tulostoma_kotlabae","Tulostoma_pseudopulchellum","Tulostoma_pulchellum","Tulostoma_simulans","Tulostoma_striatum","Udeniomyces_kanasensis","Udeniomyces_puniceus","Udeniozyma_ferulica","unidentified","Unknown","Ustilago_hordei","Veronaea_japonica","Veronaeopsis_simplex","Verrucaria_viridula","Verticillium_albo-atrum","Vishniacozyma_ellesmerensis","Vishniacozyma_globispora","Vishniacozyma_heimaeyensis","Vishniacozyma_victoriae","Volvariella_dunensis","Wallemia_muriae","Warcupia_terrestris","Wardomycopsis_inopinata","Wardomycopsis_litoralis","Westerdykella_centenaria","Westerdykella_nigra","Xeromyces_bisporus","Xylodon_raduloides"
1,1,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN11","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011CQ",0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,13,0,0,0,0,589,55,172,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,2454,0,16,0,0,0,0,0,0,0,0,0,6677,31,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2813,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,217,0,0,0,0,0,0,646,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,1100,0,0,0,0,0,0,0,0,3628,0,0,0,0,7,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,86,0,102,0,143,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33931,8454,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0
2,2,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE11","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,34.13,37.14,NA,NA,2,0,"S701","JTMR011DP",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,31,0,31,2005,346,898,0,12,0,0,0,0,0,211,0,0,21,0,0,0,0,0,10,0,0,0,31,0,56,0,0,0,80,32,763,20,104,0,0,42,41,0,0,203,0,0,0,7,2,7,0,0,0,0,46,0,0,0,0,40,0,0,0,68,0,949,0,202,0,22,8,55,322,0,21,0,98,0,0,9047,0,0,0,0,0,0,0,150,0,0,0,29,50,0,0,77,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,64,0,651,0,0,0,0,0,383,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,20,0,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0,0,0,699,0,0,0,0,0,0,123,0,0,0,0,0,0,36,25,8,0,49,0,0,0,12,0,0,5,0,0,0,0,0,0,54,0,0,0,0,134,0,0,0,0,0,0,40,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,1469,0,0,69,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,115,0,0,0,0,890,0,0,0,0,0,2,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,9,0,0,92,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10873,35850,0,0,19,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0
3,3,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE11","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR010DY",0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,96,0,0,0,0,0,0,0,0,1610,0,33,0,30,24,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,48,0,323,33,388,0,0,196,250,0,13,0,0,0,0,0,0,22,57,0,0,0,0,0,0,0,0,0,0,0,0,319,0,1065,0,29,0,0,36,18,32,0,0,0,25,0,0,588,0,45,0,0,0,0,0,0,0,0,0,166,770,0,0,0,0,0,0,0,0,0,0,493,0,35,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,381,6,0,0,0,0,0,1431,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,811,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,76,0,0,475,0,0,0,0,204,0,0,0,10,5,0,33,22,0,0,0,0,0,0,0,0,0,0,0,2489,0,7,0,278,0,0,62,0,0,0,0,0,24,0,0,0,0,0,0,0,0,278,33,17,0,0,0,0,0,0,0,30,33,0,0,1980,247,0,0,0,0,0,0,0,97,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,19,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,209,0,0,0,0,0,0,1249,0,8,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,107,0,0,0,0,0,0,0,409,0,0,0,37,582,0,0,0,0,7,0,68,0,0,0,0,0,19,0,0,0,77,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5684,15540,0,0,0,0,29,0,17,0,17,0,0,0,0,29,0,0,0,0
4,4,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE11","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011AC",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1201,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,8863,0,0,0,0,0,0,0,0,0,0,0,64,43,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,58,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22254,5179,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
6,6,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE11","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR010CU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6059,0,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,16110,0,0,0,0,0,0,0,0,0,0,0,2852,952,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,81,0,0,0,0,0,9611,0,0,0,0,149,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,46,0,0,407,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,53,0,0,0,0,0,0,245,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,36,0,0,0,0,5193,0,0,0,0,0,0,0,0,1619,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,483,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,514,293,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,18519,27337,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0
