X.1,X,date_time_samp,site,plot_num,treatment,exclosure,paired,longitude,latitude,man_long,man_lat,barcode,siteX,treatmentX,exclosureX,pairedX,plot,cluster,clusterBC,plotBC,factorial,Date,hour,minute,time,season,notes_cluster,number,year,CT1,CT2,CT3,CT4,Ct_detects,positive,cluster_pair
1,1,4/19/21 16:55,1,7,0,0,1,-119.6549475,35.08328973,NA,NA,AS07SN11,S,S,E,1,S07,S07SE1,S07SN1,S07,SE,4/19/21 16:55,16,55,16.91666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S701
2,2,4/19/21 17:05,1,7,1,0,1,-119.655221,35.06577047,NA,NA,AS07PE11,S,P,E,1,S07,S07PE1,S07PE1,S07,PE,4/19/21 17:05,17,5,17.08333333,Spring,NA,NA,NA,34.13,37.14,NA,NA,2,0,S701
3,3,4/19/21 11:10,1,8,1,0,1,-119.6802852,35.05927597,NA,NA,AS08PE11,S,P,E,1,S08,S08PE1,S08PE1,S08,PE,4/19/21 11:10,11,10,11.16666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S801
4,4,4/19/21 11:39,1,8,0,0,1,-119.6800302,35.0587963,NA,NA,AS08SE11,S,S,E,1,S08,S08SE1,S08SE1,S08,SE,4/19/21 11:39,11,39,11.65,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S801
6,6,4/19/21 14:38,1,10,0,0,1,-119.480762,34.98586131,NA,NA,AS10SE11,S,S,E,1,S10,S10SE1,S10SE1,S10,SE,4/19/21 14:38,14,38,14.63333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S1001
9,9,4/19/21 14:08,1,10,1,1,1,-119.6921527,35.06498,NA,NA,AS10PN11,S,P,N,1,S10,S10PN1,S10PN1,S10,PN,4/19/21 14:08,14,8,14.13333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S1011
10,10,4/19/21 14:26,1,10,0,1,1,-119.6921896,35.06494627,NA,NA,AS10SN11,S,S,N,1,S10,S10SN1,S10SN1,S10,SN,4/19/21 14:26,14,26,14.43333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S1011
11,11,4/19/21 12:34,1,9,1,1,1,-119.6857639,35.06167467,NA,NA,AS09PN11,S,P,N,1,S09,S09PN1,S09PN1,S09,PN,4/19/21 12:34,12,34,12.56666667,Spring,NA,NA,NA,34.56,33.96,35.83,34.64,4,1,S911
12,12,4/19/21 12:49,1,9,0,1,1,-119.6858767,35.06172396,NA,NA,AS09SN11,S,S,N,1,S09,S09SN1,S09SN1,S09,SN,4/19/21 12:49,12,49,12.81666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S911
13,13,4/19/21 12:59,1,9,1,0,1,-119.6859942,35.06130704,NA,NA,AS09PE11,S,P,E,1,S09,S09PE1,S09PE1,S09,PE,4/19/21 12:59,12,59,12.98333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S901
14,14,4/19/21 13:07,1,9,0,0,1,-119.6860301,35.06126718,NA,NA,AS09SE11,S,S,E,1,S09,S09SE1,S09SE1,S09,SE,4/19/21 13:07,13,7,13.11666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S901
16,16,4/19/21 10:20,1,8,1,1,1,-119.6803251,35.05925036,NA,NA,AS08PN11,S,P,N,1,S08,S08PN1,S08PN1,S08,PN,4/19/21 10:20,10,20,10.33333333,Spring,NA,NA,NA,NA,36.74,37.26,38.38,3,1,S811
17,17,4/19/21 10:42,1,8,0,1,1,-119.6803061,35.0592554,NA,NA,AS08SN11,S,S,N,1,S08,S08SN1,S08SN1,S08,SN,4/19/21 10:42,10,42,10.7,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S811
18,18,4/19/21 14:38,1,10,1,0,1,-119.6926353,35.0647591,NA,NA,AS10PE11,S,P,E,1,S10,S10PE1,S10PE1,S10,PE,4/19/21 14:38,14,38,14.63333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S1001
19,19,4/19/21 15:52,1,7,1,1,1,-119.6555894,35.08361336,NA,NA,AS07PN11,S,P,N,1,S07,S07PN1,S07PN1,S07,PN,4/19/21 15:52,15,52,15.86666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S711
20,20,4/19/21 16:10,1,7,0,1,1,-119.6556631,35.08355597,NA,NA,AS07SE11,S,S,N,1,S07,S07SN1,S07SE1,S07,SN,4/19/21 16:10,16,10,16.16666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S711
21,21,4/20/21 8:54,0,1,1,1,1,-119.7464592,35.13335429,NA,NA,AC01PN11,C,P,N,1,C01,C01PN1,C01PN1,C01,PN,4/20/21 8:54,8,54,8.9,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C111
22,22,4/20/21 9:19,0,1,0,1,1,-119.7465261,35.13336847,NA,NA,AC01SN11,C,S,N,1,C01,C01SN1,C01SN1,C01,SN,4/20/21 9:19,9,19,9.316666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C111
23,23,4/20/21 9:36,0,1,1,0,1,-119.7465626,35.13333827,NA,NA,AC01PE11,C,P,E,1,C01,C01PE1,C01PE1,C01,PE,4/20/21 9:36,9,36,9.6,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C101
24,24,4/20/21 11:58,0,5,1,1,1,-119.7390416,35.12009123,NA,NA,AC05PN11,C,P,N,1,C05,C05PN1,C05PN1,C05,PN,4/20/21 11:58,11,58,11.96666667,Spring,NA,NA,NA,32.34,32.51,32.39,32.41,4,1,C511
25,25,4/20/21 12:07,0,5,0,1,1,-119.7390459,35.12011426,NA,NA,AC05SN11,C,S,N,1,C05,C05SN1,C05SN1,C05,SN,4/20/21 12:07,12,7,12.11666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C511
26,26,4/20/21 12:18,0,5,1,0,1,-119.7388057,35.11962447,NA,NA,AC05PE11,C,P,E,1,C05,C05PE1,C05PE1,C05,PE,4/20/21 12:18,12,18,12.3,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C501
27,27,4/20/21 12:30,0,5,0,0,1,-119.7387258,35.11962593,NA,NA,AC05SE11,C,S,E,1,C05,C05SE1,C05SE1,C05,SE,4/20/21 12:30,12,30,12.5,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C501
29,29,4/20/21 15:06,0,8,1,0,1,-119.7303208,35.11330633,NA,NA,AC08PE11,C,P,E,1,C08,C08PE1,C08PE1,C08,PE,4/20/21 15:06,15,6,15.1,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C801
30,30,4/20/21 15:12,0,8,0,0,1,-119.7303044,35.11333615,NA,NA,AC08SE11,C,S,E,1,C08,C08SE1,C08SE1,C08,SE,4/20/21 15:12,15,12,15.2,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C801
31,31,4/20/21 16:02,0,7,0,1,1,-119.7328044,35.10881524,NA,NA,AC07SN11,C,S,N,1,C07,C07SN1,C07SN1,C07,SN,4/20/21 16:02,16,2,16.03333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C711
32,32,4/20/21 16:26,0,7,1,0,1,-119.7322054,35.10828516,NA,NA,AC07PE11,C,P,E,1,C07,C07PE1,C07PE1,C07,PE,4/20/21 16:26,16,26,16.43333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C701
34,34,4/20/21 9:33,0,1,0,0,1,-119.7461097,35.13267475,NA,NA,AC01SE11,C,S,E,1,C01,C01SE1,C01SE1,C01,SE,4/20/21 9:33,9,33,9.55,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C101
37,37,4/20/21 13:35,0,6,0,1,1,-119.7484989,35.11545547,NA,NA,AC06SN11,C,S,N,1,C06,C06SN1,C06SN1,C06,SN,4/20/21 13:35,13,35,13.58333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C611
38,38,4/20/21 13:40,0,6,1,1,1,-119.7481216,35.08300489,NA,NA,AC06PN11,C,P,N,1,C06,C06PN1,C06PN1,C06,PN,4/20/21 13:40,13,40,13.66666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C611
39,39,4/20/21 13:55,0,6,0,0,1,-119.7480654,35.11496663,NA,NA,AC06SE11,C,S,E,1,C06,C06SE1,C06SE1,C06,SE,4/20/21 13:55,13,55,13.91666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C601
40,40,4/20/21 14:46,0,8,1,1,1,-119.7311212,35.11667308,NA,NA,AC08PN11,C,P,N,1,C08,C08PN1,C08PN1,C08,PN,4/20/21 14:46,14,46,14.76666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C811
41,41,4/21/21 8:25,1,6,1,1,1,-119.6600529,35.08097156,NA,NA,AS06PN11,S,P,N,1,S06,S06PN1,S06PN1,S06,PN,4/21/21 8:25,8,25,8.416666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S611
42,42,4/21/21 8:36,1,6,0,1,1,-119.6600839,35.08096151,NA,NA,AS06SN11,S,S,N,1,S06,S06SN1,S06SN1,S06,SN,4/21/21 8:36,8,36,8.6,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S611
44,44,4/21/21 8:57,1,6,1,0,1,-119.6595725,35.0814153,NA,NA,AS06PE11,S,P,E,1,S06,S06PE1,S06PE1,S06,PE,4/21/21 8:57,8,57,8.95,Spring,NA,NA,NA,33.31,33.86,34.48,34.23,4,1,S601
45,45,4/21/21 9:06,1,6,0,0,1,-119.659586,35.08134149,NA,NA,AS06SE11,S,S,E,1,S06,S06SE1,S06SE1,S06,SE,4/21/21 9:06,9,6,9.1,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S601
46,46,4/21/21 10:04,0,2,1,1,1,-119.7284223,35.1303838,NA,NA,AC02SN11,C,P,N,1,C02,C02PN1,C02SN1,C02,PN,4/21/21 10:04,10,4,10.06666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C211
47,47,4/21/21 10:21,0,2,0,1,1,-119.72299,35.13051497,NA,NA,AC02PN11,C,S,N,1,C02,C02SN1,C02PN1,C02,SN,4/21/21 10:21,10,21,10.35,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C211
48,48,4/21/21 10:41,0,2,0,0,1,-119.7226716,35.13090319,NA,NA,AC02SE11,C,S,E,1,C02,C02SE1,C02SE1,C02,SE,4/21/21 10:41,10,41,10.68333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C201
50,50,4/21/21 11:54,0,4,1,0,1,-119.7249263,35.12218561,NA,NA,AC04PE11,C,P,E,1,C04,C04PE1,C04PE1,C04,PE,4/21/21 11:54,11,54,11.9,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C401
51,51,4/21/21 12:14,0,4,0,0,1,-119.724714,35.1218074,NA,NA,AC04SE11,C,S,E,1,C04,C04SE1,C04SE1,C04,SE,4/21/21 12:14,12,14,12.23333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C401
53,53,4/21/21 13:45,0,10,1,0,1,-119.701476,35.11423216,NA,NA,AC10PE11,C,P,E,1,C10,C10PE1,C10PE1,C10,PE,4/21/21 13:45,13,45,13.75,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C1001
54,54,4/21/21 13:54,0,10,0,0,1,-119.7014153,35.11426241,NA,NA,AC10SE11,C,S,E,1,C10,C10SE1,C10SE1,C10,SE,4/21/21 13:54,13,54,13.9,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C1001
58,58,4/21/21 16:54,1,1,1,0,1,-119.6693035,35.08245118,NA,NA,AS01PE11,S,P,E,1,S01,S01PE1,S01PE1,S01,PE,4/21/21 16:54,16,54,16.9,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S101
59,59,4/21/21 17:06,1,1,0,0,1,-119.6692839,35.08246879,NA,NA,AS01SE11,S,S,E,1,S01,S01SE1,S01SE1,S01,SE,4/21/21 17:06,17,6,17.1,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S101
60,60,4/22/21 8:26,1,5,1,1,1,-119.6803809,35.08381932,NA,NA,AS05PN11,S,P,N,1,S05,S05PN1,S05PN1,S05,PN,4/22/21 8:26,8,26,8.433333333,Spring,NA,NA,NA,34.85,34.89,34.2,33.88,4,1,S511
61,61,4/22/21 8:49,1,5,0,1,1,-119.6802974,35.08218187,NA,NA,AS05SN11,S,S,N,1,S05,S05SN1,S05SN1,S05,SN,4/22/21 8:49,8,49,8.816666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S511
62,62,4/22/21 9:05,1,5,0,0,1,-119.6807346,35.08221517,NA,NA,AS05SE11,S,S,E,1,S05,S05SE1,S05SE1,S05,SE,4/22/21 9:05,9,5,9.083333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S501
64,64,4/22/21 9:56,1,2,1,0,1,-119.6743708,35.08460265,NA,NA,AS02PE11,S,P,E,1,S02,S02PE1,S02PE1,S02,PE,4/22/21 9:56,9,56,9.933333333,Spring,NA,NA,NA,34.66,35.11,35.56,34.8,4,1,S201
65,65,4/22/21 10:14,1,2,0,0,1,-119.6748002,35.08415087,NA,NA,AS02SE11,S,S,E,1,S02,S02SE1,S02SE1,S02,SE,4/22/21 10:14,10,14,10.23333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S201
77,77,4/20/21 13:47,0,6,1,0,1,-119.7475458,35.11453835,NA,NA,AC06PE11,C,P,E,1,C06,C06PE1,C06PE1,C06,PE,4/20/21 13:47,13,47,13.78333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C601
78,78,4/20/21 14:51,0,8,0,1,1,-119.729769,35.11306696,NA,NA,AC08SN11,C,S,N,1,C08,C08SN1,C08SN1,C08,SN,4/20/21 14:51,14,51,14.85,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C811
79,79,4/20/21 15:55,0,7,1,1,1,-119.7328116,35.10880071,NA,NA,AC07PN11,C,P,N,1,C07,C07PN1,C07PN1,C07,PN,4/20/21 15:55,15,55,15.91666667,Spring,NA,NA,NA,37.1,36.87,37.82,NA,3,1,C711
81,81,4/20/21 16:36,0,7,0,0,1,-119.7322485,35.10831569,NA,NA,AC07SE11,C,S,E,1,C07,C07SE1,C07SE1,C07,SE,4/20/21 16:36,16,36,16.6,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C701
83,83,4/21/21 10:26,0,2,1,0,1,-119.7226224,35.13081797,NA,NA,AC02PE11,C,P,E,1,C02,C02PE1,C02PE1,C02,PE,4/21/21 10:26,10,26,10.43333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C201
84,84,4/21/21 11:22,0,4,1,1,1,-119.7242392,35.12222962,NA,NA,AC04PN11,C,P,N,1,C04,C04PN1,C04PN1,C04,PN,4/21/21 11:22,11,22,11.36666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C411
85,85,4/21/21 11:30,0,4,0,1,1,-119.7242543,35.12227227,NA,NA,AC04SN11,C,S,N,1,C04,C04SN1,C04SN1,C04,SN,4/21/21 11:30,11,30,11.5,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C411
86,86,4/21/21 13:09,0,10,1,1,1,-119.701232,35.11467272,NA,NA,AC10PN11,C,P,N,1,C10,C10PN1,C10PN1,C10,PN,4/21/21 13:09,13,9,13.15,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C1011
87,87,4/21/21 13:18,0,10,0,1,1,-119.7012055,35.1145965,NA,NA,AC10SN11,C,S,N,1,C10,C10SN1,C10SN1,C10,SN,4/21/21 13:18,13,18,13.3,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C1011
91,91,4/21/21 16:39,1,1,1,1,1,-119.6694763,35.08286182,NA,NA,AS01PN11,S,P,N,1,S01,S01PN1,S01PN1,S01,PN,4/21/21 16:39,16,39,16.65,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S111
92,92,4/21/21 16:49,1,1,0,1,1,-119.6695707,35.08290121,NA,NA,AS01SN11,S,S,N,1,S01,S01SN1,S01SN1,S01,SN,4/21/21 16:49,16,49,16.81666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S111
94,94,4/22/21 8:53,1,5,1,0,1,-119.6807534,35.08219474,NA,NA,AS05PE11,S,P,E,1,S05,S05PE1,S05PE1,S05,PE,4/22/21 8:53,8,53,8.883333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S501
95,95,4/22/21 9:49,1,2,1,1,1,-119.6752519,35.08399229,NA,NA,AS02SN11,S,P,N,1,S02,S02PN1,S02SN1,S02,PN,4/22/21 9:49,9,49,9.816666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S211
96,96,4/22/21 9:55,1,2,0,1,1,-119.6753931,35.08397755,NA,NA,AS02PN11,S,S,N,1,S02,S02SN1,S02PN1,S02,SN,4/22/21 9:55,9,55,9.916666667,Spring,NA,NA,NA,NA,34.19,36.24,36.65,3,1,S211
101,101,4/19/21 16:55,1,7,0,0,1,-119.6549475,35.08328973,NA,NA,AS07SN12,S,S,E,1,S07,S07SE1,S07SN1,S07,SE,4/19/21 16:55,16,55,16.91666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S701
102,102,4/19/21 17:05,1,7,1,0,1,-119.655221,35.06577047,NA,NA,AS07PE12,S,P,E,1,S07,S07PE1,S07PE1,S07,PE,4/19/21 17:05,17,5,17.08333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S701
103,103,4/19/21 11:10,1,8,1,0,1,-119.6802852,35.05927597,NA,NA,AS08PE12,S,P,E,1,S08,S08PE1,S08PE1,S08,PE,4/19/21 11:10,11,10,11.16666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S801
104,104,4/19/21 11:39,1,8,0,0,1,-119.6800302,35.0587963,NA,NA,AS08SE12,S,S,E,1,S08,S08SE1,S08SE1,S08,SE,4/19/21 11:39,11,39,11.65,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S801
106,106,4/19/21 14:38,1,10,0,0,1,-119.480762,34.98586131,NA,NA,AS10SE12,S,S,E,1,S10,S10SE1,S10SE1,S10,SE,4/19/21 14:38,14,38,14.63333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S1001
109,109,4/19/21 14:08,1,10,1,1,1,-119.6921527,35.06498,NA,NA,AS10PN12,S,P,N,1,S10,S10PN1,S10PN1,S10,PN,4/19/21 14:08,14,8,14.13333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S1011
110,110,4/19/21 14:26,1,10,0,1,1,-119.6921896,35.06494627,NA,NA,AS10SN12,S,S,N,1,S10,S10SN1,S10SN1,S10,SN,4/19/21 14:26,14,26,14.43333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S1011
111,111,4/19/21 12:34,1,9,1,1,1,-119.6857639,35.06167467,NA,NA,AS09PN12,S,P,N,1,S09,S09PN1,S09PN1,S09,PN,4/19/21 12:34,12,34,12.56666667,Spring,NA,NA,NA,34.57,36.27,NA,NA,2,0,S911
112,112,4/19/21 12:49,1,9,0,1,1,-119.6858767,35.06172396,NA,NA,AS09SN12,S,S,N,1,S09,S09SN1,S09SN1,S09,SN,4/19/21 12:49,12,49,12.81666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S911
113,113,4/19/21 12:59,1,9,1,0,1,-119.6859942,35.06130704,NA,NA,AS09PE12,S,P,E,1,S09,S09PE1,S09PE1,S09,PE,4/19/21 12:59,12,59,12.98333333,Spring,NA,NA,NA,32.27,33.37,33.12,33.41,4,1,S901
114,114,4/19/21 13:07,1,9,0,0,1,-119.6860301,35.06126718,NA,NA,AS09SE12,S,S,E,1,S09,S09SE1,S09SE1,S09,SE,4/19/21 13:07,13,7,13.11666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S901
116,116,4/19/21 10:20,1,8,1,1,1,-119.6803251,35.05925036,NA,NA,AS08PN12,S,P,N,1,S08,S08PN1,S08PN1,S08,PN,4/19/21 10:20,10,20,10.33333333,Spring,NA,NA,NA,36.56,36.02,36.99,36.33,4,1,S811
117,117,4/19/21 10:42,1,8,0,1,1,-119.6803061,35.0592554,NA,NA,AS08SN12,S,S,N,1,S08,S08SN1,S08SN1,S08,SN,4/19/21 10:42,10,42,10.7,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S811
118,118,4/19/21 14:38,1,10,1,0,1,-119.6926353,35.0647591,NA,NA,AS10PE12,S,P,E,1,S10,S10PE1,S10PE1,S10,PE,4/19/21 14:38,14,38,14.63333333,Spring,NA,NA,NA,NA,39.46,NA,NA,1,0,S1001
119,119,4/19/21 15:52,1,7,1,1,1,-119.6555894,35.08361336,NA,NA,AS07PN12,S,P,N,1,S07,S07PN1,S07PN1,S07,PN,4/19/21 15:52,15,52,15.86666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S711
120,120,4/19/21 16:10,1,7,0,1,1,-119.6556631,35.08355597,NA,NA,AS07SE12,S,S,N,1,S07,S07SN1,S07SE1,S07,SN,4/19/21 16:10,16,10,16.16666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S711
121,121,4/20/21 8:54,0,1,1,1,1,-119.7464592,35.13335429,NA,NA,AC01PN12,C,P,N,1,C01,C01PN1,C01PN1,C01,PN,4/20/21 8:54,8,54,8.9,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C111
122,122,4/20/21 9:19,0,1,0,1,1,-119.7465261,35.13336847,NA,NA,AC01SN12,C,S,N,1,C01,C01SN1,C01SN1,C01,SN,4/20/21 9:19,9,19,9.316666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C111
123,123,4/20/21 9:36,0,1,1,0,1,-119.7465626,35.13333827,NA,NA,AC01PE12,C,P,E,1,C01,C01PE1,C01PE1,C01,PE,4/20/21 9:36,9,36,9.6,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C101
124,124,4/20/21 11:58,0,5,1,1,1,-119.7390416,35.12009123,NA,NA,AC05PN12,C,P,N,1,C05,C05PN1,C05PN1,C05,PN,4/20/21 11:58,11,58,11.96666667,Spring,NA,NA,NA,NA,NA,NA,39.31,1,0,C511
125,125,4/20/21 12:07,0,5,0,1,1,-119.7390459,35.12011426,NA,NA,AC05SN12,C,S,N,1,C05,C05SN1,C05SN1,C05,SN,4/20/21 12:07,12,7,12.11666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C511
126,126,4/20/21 12:18,0,5,1,0,1,-119.7388057,35.11962447,NA,NA,AC05PE12,C,P,E,1,C05,C05PE1,C05PE1,C05,PE,4/20/21 12:18,12,18,12.3,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C501
127,127,4/20/21 12:30,0,5,0,0,1,-119.7387258,35.11962593,NA,NA,AC05SE12,C,S,E,1,C05,C05SE1,C05SE1,C05,SE,4/20/21 12:30,12,30,12.5,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C501
129,129,4/20/21 15:06,0,8,1,0,1,-119.7303208,35.11330633,NA,NA,AC08PE12,C,P,E,1,C08,C08PE1,C08PE1,C08,PE,4/20/21 15:06,15,6,15.1,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C801
130,130,4/20/21 15:12,0,8,0,0,1,-119.7303044,35.11333615,NA,NA,AC08SE12,C,S,E,1,C08,C08SE1,C08SE1,C08,SE,4/20/21 15:12,15,12,15.2,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C801
131,131,4/20/21 16:02,0,7,0,1,1,-119.7328044,35.10881524,NA,NA,AC07SN12,C,S,N,1,C07,C07SN1,C07SN1,C07,SN,4/20/21 16:02,16,2,16.03333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C711
132,132,4/20/21 16:26,0,7,1,0,1,-119.7322054,35.10828516,NA,NA,AC07PE12,C,P,E,1,C07,C07PE1,C07PE1,C07,PE,4/20/21 16:26,16,26,16.43333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C701
134,134,4/20/21 9:33,0,1,0,0,1,-119.7461097,35.13267475,NA,NA,AC01SE12,C,S,E,1,C01,C01SE1,C01SE1,C01,SE,4/20/21 9:33,9,33,9.55,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C101
137,137,4/20/21 13:35,0,6,0,1,1,-119.7484989,35.11545547,NA,NA,AC06SN12,C,S,N,1,C06,C06SN1,C06SN1,C06,SN,4/20/21 13:35,13,35,13.58333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C611
138,138,4/20/21 13:40,0,6,1,1,1,-119.7481216,35.08300489,NA,NA,AC06PN12,C,P,N,1,C06,C06PN1,C06PN1,C06,PN,4/20/21 13:40,13,40,13.66666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C611
139,139,4/20/21 13:55,0,6,0,0,1,-119.7480654,35.11496663,NA,NA,AC06SE12,C,S,E,1,C06,C06SE1,C06SE1,C06,SE,4/20/21 13:55,13,55,13.91666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C601
140,140,4/20/21 14:46,0,8,1,1,1,-119.7311212,35.11667308,NA,NA,AC08PN12,C,P,N,1,C08,C08PN1,C08PN1,C08,PN,4/20/21 14:46,14,46,14.76666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C811
141,141,4/21/21 8:25,1,6,1,1,1,-119.6600529,35.08097156,NA,NA,AS06PN12,S,P,N,1,S06,S06PN1,S06PN1,S06,PN,4/21/21 8:25,8,25,8.416666667,Spring,NA,NA,NA,34.92,37.33,35.7,36.35,4,1,S611
142,142,4/21/21 8:36,1,6,0,1,1,-119.6600839,35.08096151,NA,NA,AS06SN12,S,S,N,1,S06,S06SN1,S06SN1,S06,SN,4/21/21 8:36,8,36,8.6,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S611
144,144,4/21/21 8:57,1,6,1,0,1,-119.6595725,35.0814153,NA,NA,AS06PE12,S,P,E,1,S06,S06PE1,S06PE1,S06,PE,4/21/21 8:57,8,57,8.95,Spring,NA,NA,NA,33.21,34.85,34.23,35.7,4,1,S601
145,145,4/21/21 9:06,1,6,0,0,1,-119.659586,35.08134149,NA,NA,AS06SE12,S,S,E,1,S06,S06SE1,S06SE1,S06,SE,4/21/21 9:06,9,6,9.1,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,S601
146,146,4/21/21 10:04,0,2,1,1,1,-119.7284223,35.1303838,NA,NA,AC02SN12,C,P,N,1,C02,C02PN1,C02SN1,C02,PN,4/21/21 10:04,10,4,10.06666667,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C211
147,147,4/21/21 10:21,0,2,0,1,1,-119.72299,35.13051497,NA,NA,AC02PN12,C,S,N,1,C02,C02SN1,C02PN1,C02,SN,4/21/21 10:21,10,21,10.35,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C211
148,148,4/21/21 10:41,0,2,0,0,1,-119.7226716,35.13090319,NA,NA,AC02SE12,C,S,E,1,C02,C02SE1,C02SE1,C02,SE,4/21/21 10:41,10,41,10.68333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C201
150,150,4/21/21 11:54,0,4,1,0,1,-119.7249263,35.12218561,NA,NA,AC04PE12,C,P,E,1,C04,C04PE1,C04PE1,C04,PE,4/21/21 11:54,11,54,11.9,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C401
151,151,4/21/21 12:14,0,4,0,0,1,-119.724714,35.1218074,NA,NA,AC04SE12,C,S,E,1,C04,C04SE1,C04SE1,C04,SE,4/21/21 12:14,12,14,12.23333333,Spring,NA,NA,NA,NA,NA,NA,NA,0,0,C401
